-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       7.980ms        11.04%       7.980ms      49.876us           0 B           0 B           0 B           0 B           160  
                                     attention/qkv_proj         0.00%       0.000us         0.00%       0.000us       0.000us       6.619ms         9.16%       6.619ms      41.367us           0 B           0 B           0 B           0 B           160  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.290ms         7.32%       5.290ms     264.516us           0 B           0 B           0 B           0 B            20  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       5.025ms         6.95%       5.025ms      31.405us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.58%       4.676ms         4.77%       8.647ms      13.511us       3.651ms         5.05%       3.654ms       5.709us           0 B           0 B     176.25 MB     176.25 MB           640  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       3.135ms         4.34%       3.135ms      19.597us           0 B           0 B           0 B           0 B           160  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       2.903ms         4.02%       2.903ms      18.142us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         3.29%       5.961ms         5.19%       9.396ms       6.348us       2.784ms         3.85%       2.784ms       1.881us           0 B           0 B      23.75 MB      23.75 MB          1480  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.498ms         3.46%       2.498ms       1.893us           0 B           0 B           0 B           0 B          1320  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       2.407ms         3.33%       2.407ms      15.044us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       2.404ms         3.33%       2.404ms       7.909us           0 B           0 B           0 B           0 B           304  
                                              aten::add         2.23%       4.047ms         3.49%       6.332ms       6.461us       1.468ms         2.03%       1.468ms       1.498us           0 B           0 B       8.29 MB       8.29 MB           980  
                                             aten::mean         1.16%       2.101ms         1.65%       2.986ms       8.783us       1.106ms         1.53%       1.106ms       3.252us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.106ms         1.53%       1.106ms       3.252us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.056ms         1.46%       1.056ms       1.650us           0 B           0 B           0 B           0 B           640  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     845.337us         1.17%     845.337us       5.283us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         0.77%       1.392ms         1.21%       2.190ms       6.845us     542.709us         0.75%     542.709us       1.696us           0 B           0 B       1.56 MB       1.56 MB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     542.709us         0.75%     542.709us       1.696us           0 B           0 B           0 B           0 B           320  
                                              aten::pow         1.22%       2.217ms         1.85%       3.353ms       9.863us     531.514us         0.74%     531.514us       1.563us           0 B           0 B       5.31 MB       5.31 MB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     531.514us         0.74%     531.514us       1.563us           0 B           0 B           0 B           0 B           340  
                                            aten::fill_         0.53%     954.990us         1.13%       2.049ms       4.415us     514.841us         0.71%     514.841us       1.110us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     514.841us         0.71%     514.841us       1.110us           0 B           0 B           0 B           0 B           464  
                                           aten::arange         0.80%       1.458ms         3.17%       5.748ms       8.981us     463.295us         0.64%     926.590us       1.448us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     463.295us         0.64%     463.295us       1.448us           0 B           0 B           0 B           0 B           320  
                                            aten::rsqrt         0.70%       1.275ms         1.16%       2.104ms       6.189us     451.358us         0.62%     451.358us       1.328us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     451.358us         0.62%     451.358us       1.328us           0 B           0 B           0 B           0 B           340  
                                            aten::where         0.87%       1.573ms         3.09%       5.599ms      17.496us     429.473us         0.59%       1.030ms       3.218us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     429.473us         0.59%     429.473us       2.684us           0 B           0 B           0 B           0 B           160  
                                             aten::silu         0.44%     796.395us         0.68%       1.235ms       7.722us     427.520us         0.59%     427.520us       2.672us           0 B           0 B       6.88 MB       6.88 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     427.520us         0.59%     427.520us       2.672us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     411.834us         0.57%     411.834us       1.211us           0 B           0 B           0 B           0 B           340  
                                               aten::le         0.46%     829.839us         0.69%       1.243ms       7.768us     386.492us         0.53%     386.492us       2.416us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     386.492us         0.53%     386.492us       2.416us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     319.423us         0.44%     319.423us       1.996us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     318.813us         0.44%     318.813us      15.941us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     311.933us         0.43%     311.933us       1.950us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     285.180us         0.39%     285.180us       1.782us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.10%     188.341us         0.15%     270.645us      13.532us     216.351us         0.30%     216.351us      10.818us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     216.351us         0.30%     216.351us      10.818us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     201.824us         0.28%     201.824us      12.614us           0 B           0 B           0 B           0 B            16  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     194.880us         0.27%     194.880us       1.353us           0 B           0 B           0 B           0 B           144  
                                     aten::index_select         0.11%     204.378us         0.43%     772.011us      38.601us     131.200us         0.18%     131.200us       6.560us           0 B           0 B     320.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     131.200us         0.18%     131.200us       6.560us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us     131.200us         0.18%     131.200us       6.560us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      19.521us         0.03%      19.521us       0.976us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         0.28%     500.013us         0.28%     500.013us     250.007us       2.944us         0.00%       2.944us       1.472us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize        14.04%      25.433ms        14.04%      25.433ms       8.478ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                              embedding         0.19%     338.646us         0.69%       1.243ms      62.156us       0.000us         0.00%     131.200us       6.560us           0 B           0 B     320.00 KB           0 B            20  
                                        aten::embedding         0.05%      89.619us         0.50%     904.466us      45.223us       0.000us         0.00%     131.200us       6.560us           0 B           0 B     320.00 KB           0 B            20  
                                          aten::reshape         0.42%     754.853us         0.56%       1.022ms       0.881us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 181.202ms
Self CUDA time total: 72.294ms
