-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     252.693us         6.26%     252.693us      31.587us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     252.693us         6.26%     252.693us      31.587us           0 B           0 B           0 B           0 B             8  
                                              aten::mul         2.90%     187.882us         4.45%     288.316us       7.208us     177.427us         4.39%     177.427us       4.436us           0 B           0 B      10.50 MB      10.50 MB            40  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     176.120us         4.36%     176.120us      22.015us           0 B           0 B           0 B           0 B             8  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     175.162us         4.34%     175.162us      21.895us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.04%     132.326us         3.29%     212.842us       6.651us     117.022us         2.90%     117.022us       3.657us           0 B           0 B       6.50 MB       6.50 MB            32  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     112.701us         2.79%     112.701us       2.348us           0 B           0 B           0 B           0 B            48  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      95.896us         2.37%      95.896us       2.997us           0 B           0 B           0 B           0 B            32  
                                             aten::silu         0.70%      45.434us         1.14%      74.097us       9.262us      89.436us         2.21%      89.436us      11.180us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      89.436us         2.21%      89.436us      11.180us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.531us         2.02%      81.531us      10.191us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      79.454us         1.97%      79.454us       4.966us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.68%     173.881us         5.12%     331.528us      20.720us      61.342us         1.52%      61.342us       3.834us           0 B           0 B       2.50 MB       2.50 MB            16  
                                  aten::_fused_rms_norm         1.52%      98.269us         3.72%     240.948us      14.173us      55.742us         1.38%      55.742us       3.279us           0 B           0 B       4.26 MB           0 B            17  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      55.742us         1.38%      55.742us       3.279us           0 B           0 B           0 B           0 B            17  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us      55.742us         1.38%      55.742us       3.279us           0 B           0 B           0 B           0 B            17  
                                            aten::copy_         0.73%      47.124us        10.91%     706.444us      41.556us      52.415us         1.30%      52.415us       3.083us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      40.511us         1.00%      40.511us       5.064us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      38.943us         0.96%      38.943us       4.868us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.568us         0.93%      37.568us       2.348us           0 B           0 B           0 B           0 B            16  
                                              aten::neg         1.13%      73.156us         1.74%     112.728us       7.046us      32.000us         0.79%      32.000us       2.000us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      32.000us         0.79%      32.000us       2.000us           0 B           0 B           0 B           0 B            16  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      13.760us         0.34%      13.760us      13.760us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.18%      11.721us         0.26%      16.736us      16.736us       9.536us         0.24%       9.536us       9.536us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.536us         0.24%       9.536us       9.536us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.984us         0.15%       5.984us       0.352us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.35%      22.479us         4.90%     317.733us     317.733us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.03%       1.056us       1.056us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.12%       7.787us         0.12%       7.787us       2.596us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         5.12%     331.594us         5.12%     331.594us     331.594us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         1.18%      76.362us         7.01%     453.961us     453.961us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.18%      11.657us         5.83%     377.599us     377.599us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.48%      31.391us         0.78%      50.604us       1.205us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            42  
                                             aten::view         0.80%      51.908us         0.80%      51.908us       0.415us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           125  
                                     aten::index_select         0.28%      18.046us         5.51%     356.695us     356.695us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.91%     188.557us         2.91%     188.557us       2.272us       0.000us         0.00%       0.000us       0.000us         128 B         128 B      10.26 MB      10.26 MB            83  
                                          aten::resize_         0.13%       8.271us         0.13%       8.271us       8.271us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.36%      23.488us         0.48%      31.361us       1.845us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       aten::as_strided         1.81%     117.161us         1.81%     117.161us       0.399us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           294  
                                       cudaLaunchKernel        13.19%     854.226us        13.19%     854.226us       4.029us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           212  
                                                layer_0         0.45%      29.449us        12.67%     820.994us     820.994us       0.000us         0.00%     428.370us     428.370us           0 B           0 B     448.00 KB    -512.00 KB             1  
                                                rmsnorm         2.91%     188.197us         7.59%     491.406us      28.906us       0.000us         0.00%      55.742us       3.279us           0 B           0 B       2.00 MB      -2.25 MB            17  
                                         aten::rms_norm         0.96%      62.261us         4.68%     303.209us      17.836us       0.000us         0.00%      55.742us       3.279us           0 B           0 B       4.25 MB      -8.50 KB            17  
                                              attention         5.07%     328.500us        50.97%       3.302ms     412.703us       0.000us         0.00%       1.601ms     200.112us           0 B           0 B       5.50 MB     -10.00 MB             8  
                                     attention/qkv_proj         1.90%     123.131us         5.64%     365.365us      45.671us       0.000us         0.00%     646.981us      80.873us           0 B           0 B       3.00 MB           0 B             8  
                                           aten::linear         0.78%      50.477us        14.13%     915.296us      22.882us       0.000us         0.00%       2.607ms      65.172us           0 B           0 B      18.00 MB           0 B            40  
                                                aten::t         0.60%      38.758us         1.62%     105.141us       2.629us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            40  
                                        aten::transpose         1.85%     119.688us         2.53%     163.798us       1.575us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           104  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.478ms
Self CUDA time total: 4.039ms
