-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.295ms        10.03%       4.295ms      26.845us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.195ms         9.80%       4.195ms      26.220us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.235ms         7.56%       3.235ms      20.221us           0 B           0 B           0 B           0 B           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.107ms         7.26%       3.107ms       1.942us           0 B           0 B           0 B           0 B          1600  
                                              aten::mul         3.78%       5.822ms         5.97%       9.208ms       6.222us       2.561ms         5.98%       2.561ms       1.730us           0 B           0 B       5.94 MB       5.94 MB          1480  
                                            aten::copy_         2.00%       3.085ms         7.07%      10.897ms       9.695us       2.410ms         5.63%       2.410ms       2.144us           0 B           0 B           0 B           0 B          1124  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.292ms         5.35%       2.292ms       1.736us           0 B           0 B           0 B           0 B          1320  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.956ms         4.57%       1.956ms      12.223us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.86%       4.409ms         5.29%       8.150ms      12.734us       1.946ms         4.54%       1.949ms       3.045us           0 B           0 B      44.06 MB      44.06 MB           640  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.930ms         4.51%       1.930ms      12.060us           0 B           0 B           0 B           0 B           160  
                                              aten::add         2.56%       3.939ms         4.03%       6.209ms       6.335us       1.372ms         3.20%       1.372ms       1.400us           0 B           0 B       2.20 MB       2.20 MB           980  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     982.932us         2.30%     982.932us       3.233us           0 B           0 B           0 B           0 B           304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     941.086us         2.20%     941.086us       1.470us           0 B           0 B           0 B           0 B           640  
                                             aten::mean         1.32%       2.031ms         1.89%       2.917ms       8.578us     916.820us         2.14%     916.820us       2.697us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     916.820us         2.14%     916.820us       2.697us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     784.860us         1.83%     784.860us       4.905us           0 B           0 B           0 B           0 B           160  
                                            aten::fill_         0.61%     941.287us         1.30%       2.002ms       4.316us     467.809us         1.09%     467.809us       1.008us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     467.809us         1.09%     467.809us       1.008us           0 B           0 B           0 B           0 B           464  
                                              aten::neg         0.85%       1.314ms         1.42%       2.189ms       6.839us     465.210us         1.09%     465.210us       1.454us           0 B           0 B     400.00 KB     400.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     465.210us         1.09%     465.210us       1.454us           0 B           0 B           0 B           0 B           320  
                                            aten::rsqrt         0.81%       1.255ms         1.35%       2.084ms       6.129us     452.439us         1.06%     452.439us       1.331us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     452.439us         1.06%     452.439us       1.331us           0 B           0 B           0 B           0 B           340  
                                              aten::pow         1.37%       2.104ms         2.07%       3.192ms       9.387us     452.068us         1.06%     452.068us       1.330us           0 B           0 B       1.33 MB       1.33 MB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     452.068us         1.06%     452.068us       1.330us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     430.694us         1.01%     430.694us       1.267us           0 B           0 B           0 B           0 B           340  
                                             aten::silu         0.48%     738.472us         0.78%       1.198ms       7.485us     403.877us         0.94%     403.877us       2.524us           0 B           0 B       1.72 MB       1.72 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     403.877us         0.94%     403.877us       2.524us           0 B           0 B           0 B           0 B           160  
                                            aten::where         0.89%       1.374ms         3.38%       5.207ms      16.271us     382.741us         0.89%     921.038us       2.878us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     382.741us         0.89%     382.741us       2.392us           0 B           0 B           0 B           0 B           160  
                                               aten::le         0.52%     794.324us         0.77%       1.185ms       7.405us     326.212us         0.76%     326.212us       2.039us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     326.212us         0.76%     326.212us       2.039us           0 B           0 B           0 B           0 B           160  
                                           aten::arange         0.88%       1.354ms         3.50%       5.392ms       8.426us     322.298us         0.75%     644.596us       1.007us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     322.298us         0.75%     322.298us       1.007us           0 B           0 B           0 B           0 B           320  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     314.653us         0.73%     314.653us      15.733us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     291.773us         0.68%     291.773us       1.824us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     269.057us         0.63%     269.057us       1.682us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     266.841us         0.62%     266.841us       1.668us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.11%     164.873us         0.16%     241.905us      12.095us     198.079us         0.46%     198.079us       9.904us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     198.079us         0.46%     198.079us       9.904us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     175.455us         0.41%     175.455us       1.218us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      69.247us         0.16%      69.247us       4.328us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.11%     171.858us         0.44%     680.865us      34.043us      59.938us         0.14%      59.938us       2.997us           0 B           0 B      80.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      59.938us         0.14%      59.938us       2.997us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      59.938us         0.14%      59.938us       2.997us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.471us         0.05%      21.471us       1.074us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         0.33%     514.995us         0.33%     514.995us     257.498us       2.976us         0.01%       2.976us       1.488us           0 B           0 B           0 B           0 B             2  
                                           Buffer Flush         0.04%      62.470us         0.04%      65.107us      65.107us       1.537us         0.00%       1.537us       1.537us           0 B           0 B         512 B         512 B             1  
                                  cudaDeviceSynchronize         4.16%       6.417ms         4.16%       6.417ms       2.139ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                              embedding         0.19%     296.103us         0.71%       1.095ms      54.763us       0.000us         0.00%      59.938us       2.997us           0 B           0 B      80.00 KB           0 B            20  
                                        aten::embedding         0.05%      79.140us         0.52%     799.150us      39.957us       0.000us         0.00%      59.938us       2.997us           0 B           0 B      80.00 KB           0 B            20  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 154.132ms
Self CUDA time total: 42.816ms
