-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     254.516us         6.37%     254.516us      31.815us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     254.516us         6.37%     254.516us      31.815us           0 B           0 B           0 B           0 B             8  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     191.863us         4.80%     191.863us      11.991us           0 B           0 B           0 B           0 B            16  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     181.272us         4.54%     181.272us      22.659us           0 B           0 B           0 B           0 B             8  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     175.640us         4.40%     175.640us      21.955us           0 B           0 B           0 B           0 B             8  
                                              aten::mul         2.72%     189.163us         4.21%     292.001us       7.300us     174.298us         4.36%     174.298us       4.357us           0 B           0 B      10.50 MB      10.50 MB            40  
                                              aten::add         1.90%     132.257us         3.05%     212.072us       6.627us     113.850us         2.85%     113.850us       3.558us           0 B           0 B       6.50 MB       6.50 MB            32  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     111.390us         2.79%     111.390us       2.321us           0 B           0 B           0 B           0 B            48  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      92.637us         2.32%      92.637us       2.895us           0 B           0 B           0 B           0 B            32  
                                             aten::silu         0.66%      45.702us         1.00%      69.184us       8.648us      88.795us         2.22%      88.795us      11.099us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      88.795us         2.22%      88.795us      11.099us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.661us         2.04%      81.661us      10.208us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.731us         1.92%      76.731us       4.796us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.40%     166.894us         4.64%     322.133us      20.133us      61.536us         1.54%      61.536us       3.846us           0 B           0 B       2.50 MB       2.50 MB            16  
                                  aten::_fused_rms_norm         1.48%     102.845us         3.66%     254.368us      14.963us      56.253us         1.41%      56.253us       3.309us           0 B           0 B       4.26 MB           0 B            17  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      56.253us         1.41%      56.253us       3.309us           0 B           0 B           0 B           0 B            17  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us      56.253us         1.41%      56.253us       3.309us           0 B           0 B           0 B           0 B            17  
                                            aten::copy_         0.66%      45.952us        10.05%     697.519us      41.031us      50.942us         1.28%      50.942us       2.997us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      38.683us         0.97%      38.683us       4.835us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      38.048us         0.95%      38.048us       4.756us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.119us         0.93%      37.119us       2.320us           0 B           0 B           0 B           0 B            16  
                                              aten::neg         1.15%      79.886us         1.72%     119.185us       7.449us      29.438us         0.74%      29.438us       1.840us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      29.438us         0.74%      29.438us       1.840us           0 B           0 B           0 B           0 B            16  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      14.367us         0.36%      14.367us      14.367us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.18%      12.729us         0.25%      17.443us      17.443us       9.535us         0.24%       9.535us       9.535us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.535us         0.24%       9.535us       9.535us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.889us         0.15%       5.889us       0.346us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.38%      26.457us         6.27%     435.678us     435.678us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.088us         0.03%       1.088us       1.088us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.12%       8.190us         0.12%       8.190us       2.730us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         4.97%     345.214us         4.97%     345.214us     345.214us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         1.27%      88.448us         8.58%     595.500us     595.500us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.25%      17.603us         7.30%     507.052us     507.052us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.59%      41.145us         0.91%      62.895us       1.084us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.73%      50.749us         0.73%      50.749us       0.360us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           141  
                                     aten::index_select         0.32%      22.087us         6.90%     479.194us     479.194us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.65%     183.704us         2.65%     183.704us       2.213us       0.000us         0.00%       0.000us       0.000us         128 B         128 B      10.26 MB      10.26 MB            83  
                                          aten::resize_         0.12%       7.996us         0.12%       7.996us       7.996us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.37%      25.713us         0.46%      32.114us       1.889us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       aten::as_strided         1.47%     102.030us         1.47%     102.030us       0.357us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           286  
                                       cudaLaunchKernel        14.45%       1.003ms        14.45%       1.003ms       4.399us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           228  
                                                layer_0         0.53%      36.470us        13.33%     925.248us     925.248us       0.000us         0.00%     424.461us     424.461us           0 B           0 B     128.00 KB    -512.00 KB             1  
                                                rmsnorm         2.68%     186.116us         7.34%     509.440us      29.967us       0.000us         0.00%      56.253us       3.309us           0 B           0 B       2.00 MB      -2.25 MB            17  
                                         aten::rms_norm         0.99%      68.956us         4.66%     323.324us      19.019us       0.000us         0.00%      56.253us       3.309us           0 B           0 B       4.25 MB      -8.50 KB            17  
                                              attention         5.21%     361.593us        51.70%       3.590ms     448.736us       0.000us         0.00%       1.552ms     193.977us           0 B           0 B       3.00 MB     -10.00 MB             8  
                                     attention/qkv_proj         1.81%     125.609us         8.85%     614.702us      76.838us       0.000us         0.00%     601.928us      75.241us           0 B           0 B       3.00 MB           0 B             8  
                                           aten::linear         1.09%      75.882us        17.10%       1.187ms      21.205us       0.000us         0.00%       2.569ms      45.869us           0 B           0 B      18.00 MB           0 B            56  
                                                aten::t         0.71%      49.225us         1.93%     134.314us       2.398us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.943ms
Self CUDA time total: 3.993ms
