-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.314ms        11.85%       4.314ms      26.960us           0 B           0 B           0 B           0 B           160  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.175ms        11.46%       4.175ms      26.091us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.175ms        11.46%       4.175ms      26.091us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.003ms         8.25%       3.003ms      18.770us           0 B           0 B           0 B           0 B           160  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.855ms         5.09%       1.855ms      11.595us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.772ms         4.87%       1.772ms      11.077us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         3.83%       4.619ms         6.78%       8.171ms      12.768us       1.756ms         4.82%       1.756ms       2.743us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.746ms         4.80%       1.746ms       1.819us           0 B           0 B           0 B           0 B           960  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.430ms         3.93%       1.430ms       4.469us           0 B           0 B           0 B           0 B           320  
                                              aten::mul         2.85%       3.438ms         4.46%       5.373ms       6.716us       1.213ms         3.33%       1.213ms       1.517us           0 B           0 B       1.64 MB       1.64 MB           800  
                                            aten::copy_         1.00%       1.202ms         6.13%       7.397ms      15.282us       1.026ms         2.82%       1.026ms       2.120us           0 B           0 B           0 B           0 B           484  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.014ms         2.78%       1.014ms       1.584us           0 B           0 B           0 B           0 B           640  
                                              aten::add         2.04%       2.455ms         3.31%       3.992ms       6.238us     810.928us         2.23%     810.928us       1.267us           0 B           0 B       1.02 MB       1.02 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     810.928us         2.23%     810.928us       1.267us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     805.116us         2.21%     805.116us       2.648us           0 B           0 B           0 B           0 B           304  
                                  aten::_fused_rms_norm         1.49%       1.796ms         3.61%       4.351ms      12.798us     748.578us         2.06%     748.578us       2.202us           0 B           0 B     850.00 KB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     748.578us         2.06%     748.578us       2.202us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     748.578us         2.06%     748.578us       2.202us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     556.880us         1.53%     556.880us       3.480us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.09%       1.311ms         1.72%       2.074ms       6.482us     492.874us         1.35%     492.874us       1.540us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     492.874us         1.35%     492.874us       1.540us           0 B           0 B           0 B           0 B           320  
                                            aten::fill_         0.76%     913.640us         1.61%       1.946ms       4.193us     463.263us         1.27%     463.263us       0.998us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     463.263us         1.27%     463.263us       0.998us           0 B           0 B           0 B           0 B           464  
                                           aten::arange         1.10%       1.324ms         4.40%       5.306ms       8.290us     305.385us         0.84%     610.770us       0.954us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     305.385us         0.84%     305.385us       0.954us           0 B           0 B           0 B           0 B           320  
                                            aten::where         1.13%       1.368ms         4.30%       5.190ms      16.217us     282.296us         0.78%     718.610us       2.246us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     282.296us         0.78%     282.296us       1.764us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     273.364us         0.75%     273.364us      13.668us           0 B           0 B           0 B           0 B            20  
                                               aten::le         0.65%     779.058us         0.98%       1.180ms       7.372us     267.505us         0.73%     267.505us       1.672us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     267.505us         0.73%     267.505us       1.672us           0 B           0 B           0 B           0 B           160  
                                             aten::silu         0.66%     794.697us         1.04%       1.260ms       7.873us     250.780us         0.69%     250.780us       1.567us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     250.780us         0.69%     250.780us       1.567us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     238.257us         0.65%     238.257us       1.489us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     199.292us         0.55%     199.292us       1.246us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     196.564us         0.54%     196.564us       1.229us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.15%     177.288us         0.21%     256.959us      12.848us     183.770us         0.50%     183.770us       9.189us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     183.770us         0.50%     183.770us       9.189us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     151.893us         0.42%     151.893us       1.055us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.245us         0.16%      57.245us       3.578us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.14%     173.450us         0.58%     697.657us      34.883us      48.956us         0.13%      48.956us       2.448us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      48.956us         0.13%      48.956us       2.448us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      48.956us         0.13%      48.956us       2.448us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.723us         0.06%      21.723us       1.086us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         1.02%       1.234ms         1.02%       1.234ms     411.459us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.21%     257.755us         0.21%     257.755us     257.755us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.26%     317.407us         0.94%       1.131ms      56.570us       0.000us         0.00%      48.956us       2.448us           0 B           0 B      40.00 KB           0 B            20  
                                        aten::embedding         0.06%      75.951us         0.67%     814.002us      40.700us       0.000us         0.00%      48.956us       2.448us           0 B           0 B      40.00 KB           0 B            20  
                                          aten::reshape         0.59%     707.682us         0.78%     941.016us       0.811us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.60%     723.193us         0.60%     723.193us       0.258us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         4.10%       4.946ms         4.10%       4.946ms       1.900us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB      88.00 MB      88.00 MB          2604  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 120.605ms
Self CUDA time total: 36.413ms
