-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.077ms        12.88%       5.077ms     253.866us           0 B           0 B           0 B           0 B            20  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.625ms        11.74%       4.625ms      28.903us           0 B           0 B           0 B           0 B           160  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.159ms        10.56%       4.159ms      25.996us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.159ms        10.56%       4.159ms      25.996us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.388ms         8.60%       3.388ms      21.174us           0 B           0 B           0 B           0 B           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.646ms         6.71%       2.646ms       1.654us           0 B           0 B           0 B           0 B          1600  
                                              aten::mul         3.61%       5.972ms         5.80%       9.613ms       6.496us       2.139ms         5.43%       2.140ms       1.446us           0 B           0 B       2.97 MB       2.97 MB          1480  
                                            aten::copy_         1.96%       3.248ms         6.74%      11.168ms       9.936us       1.943ms         4.93%       1.943ms       1.728us           0 B           0 B           0 B           0 B          1124  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.890ms         4.80%       1.890ms      11.811us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.775ms         4.50%       1.775ms      11.095us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.85%       4.719ms         5.93%       9.817ms      15.339us       1.741ms         4.42%       1.744ms       2.725us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.457ms         3.70%       1.457ms       1.487us           0 B           0 B           0 B           0 B           980  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.429ms         3.63%       1.429ms       4.464us           0 B           0 B           0 B           0 B           320  
                                              aten::add         2.51%       4.153ms         3.97%       6.572ms       6.706us       1.185ms         3.01%       1.185ms       1.209us           0 B           0 B       1.18 MB       1.18 MB           980  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     807.836us         2.05%     807.836us       2.657us           0 B           0 B           0 B           0 B           304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     806.553us         2.05%     806.553us       1.260us           0 B           0 B           0 B           0 B           640  
                                             aten::mean         1.32%       2.186ms         1.87%       3.096ms       9.105us     788.134us         2.00%     788.134us       2.318us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     788.134us         2.00%     788.134us       2.318us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     681.460us         1.73%     681.460us       1.363us           0 B           0 B           0 B           0 B           500  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     566.992us         1.44%     566.992us       3.544us           0 B           0 B           0 B           0 B           160  
                                            aten::fill_         0.59%     983.090us         1.25%       2.074ms       4.471us     461.861us         1.17%     461.861us       0.995us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     461.861us         1.17%     461.861us       0.995us           0 B           0 B           0 B           0 B           464  
                                              aten::neg         0.86%       1.428ms         1.34%       2.214ms       6.918us     457.272us         1.16%     457.272us       1.429us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     457.272us         1.16%     457.272us       1.429us           0 B           0 B           0 B           0 B           320  
                                            aten::rsqrt         0.80%       1.325ms         1.33%       2.196ms       6.458us     410.420us         1.04%     410.420us       1.207us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.420us         1.04%     410.420us       1.207us           0 B           0 B           0 B           0 B           340  
                                              aten::pow         1.40%       2.315ms         2.10%       3.483ms      10.245us     409.681us         1.04%     409.681us       1.205us           0 B           0 B     680.00 KB     680.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     409.681us         1.04%     409.681us       1.205us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     378.047us         0.96%     378.047us       1.112us           0 B           0 B           0 B           0 B           340  
                                           aten::arange         0.93%       1.535ms         3.50%       5.804ms       9.069us     304.377us         0.77%     608.754us       0.951us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     304.377us         0.77%     304.377us       0.951us           0 B           0 B           0 B           0 B           320  
                                            aten::where         0.96%       1.593ms         3.49%       5.778ms      18.056us     280.923us         0.71%     715.543us       2.236us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     280.923us         0.71%     280.923us       1.756us           0 B           0 B           0 B           0 B           160  
                                               aten::le         0.52%     864.377us         0.77%       1.268ms       7.928us     270.870us         0.69%     270.870us       1.693us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     270.870us         0.69%     270.870us       1.693us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     263.965us         0.67%     263.965us      13.198us           0 B           0 B           0 B           0 B            20  
                                             aten::silu         0.50%     836.089us         0.79%       1.307ms       8.170us     250.900us         0.64%     250.900us       1.568us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     250.900us         0.64%     250.900us       1.568us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     237.793us         0.60%     237.793us       1.486us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     195.447us         0.50%     195.447us       1.222us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.11%     181.197us         0.16%     267.738us      13.387us     187.744us         0.48%     187.744us       9.387us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     187.744us         0.48%     187.744us       9.387us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     151.098us         0.38%     151.098us       1.049us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      56.864us         0.14%      56.864us       3.554us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.12%     202.654us         0.28%     462.567us      23.128us      48.607us         0.12%      48.607us       2.430us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      48.607us         0.12%      48.607us       2.430us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      48.607us         0.12%      48.607us       2.430us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.789us         0.06%      21.789us       1.089us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         1.43%       2.367ms         1.43%       2.367ms       1.183ms       2.912us         0.01%       2.912us       1.456us           0 B           0 B           0 B           0 B             2  
                                           Buffer Flush         0.04%      70.845us         0.04%      70.845us      70.845us       1.344us         0.00%       1.344us       1.344us           0 B           0 B         512 B         512 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 165.645ms
Self CUDA time total: 39.406ms
