-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.078ms        12.87%       5.078ms     253.876us           0 B           0 B           0 B           0 B            20  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.401ms        11.15%       4.401ms      27.508us           0 B           0 B           0 B           0 B           160  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.162ms        10.55%       4.162ms      26.015us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.162ms        10.55%       4.162ms      26.015us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.189ms         8.08%       3.189ms      19.932us           0 B           0 B           0 B           0 B           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.661ms         6.74%       2.661ms       1.663us           0 B           0 B           0 B           0 B          1600  
                                              aten::mul         3.80%       5.850ms         6.01%       9.250ms       6.250us       2.148ms         5.44%       2.148ms       1.451us           0 B           0 B       2.97 MB       2.97 MB          1480  
                                            aten::copy_         2.04%       3.138ms         7.15%      11.003ms       9.790us       1.954ms         4.95%       1.954ms       1.739us           0 B           0 B           0 B           0 B          1124  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.864ms         4.72%       1.864ms      11.651us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.771ms         4.49%       1.771ms      11.072us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.93%       4.508ms         5.56%       8.561ms      13.376us       1.744ms         4.42%       1.750ms       2.735us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.464ms         3.71%       1.464ms       1.494us           0 B           0 B           0 B           0 B           980  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.429ms         3.62%       1.429ms       4.466us           0 B           0 B           0 B           0 B           320  
                                              aten::add         2.59%       3.988ms         4.07%       6.263ms       6.391us       1.187ms         3.01%       1.187ms       1.211us           0 B           0 B       1.18 MB       1.18 MB           980  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     808.828us         2.05%     808.828us       1.264us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     806.234us         2.04%     806.234us       2.652us           0 B           0 B           0 B           0 B           304  
                                             aten::mean         1.34%       2.064ms         1.92%       2.958ms       8.701us     790.209us         2.00%     790.209us       2.324us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     790.209us         2.00%     790.209us       2.324us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     683.708us         1.73%     683.708us       1.367us           0 B           0 B           0 B           0 B           500  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     562.455us         1.43%     562.455us       3.515us           0 B           0 B           0 B           0 B           160  
                                            aten::fill_         0.62%     947.775us         1.31%       2.013ms       4.339us     463.813us         1.18%     463.813us       1.000us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     463.813us         1.18%     463.813us       1.000us           0 B           0 B           0 B           0 B           464  
                                              aten::neg         0.87%       1.337ms         1.37%       2.107ms       6.584us     459.477us         1.16%     459.477us       1.436us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     459.477us         1.16%     459.477us       1.436us           0 B           0 B           0 B           0 B           320  
                                            aten::rsqrt         0.82%       1.265ms         1.35%       2.085ms       6.134us     412.246us         1.04%     412.246us       1.212us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     412.246us         1.04%     412.246us       1.212us           0 B           0 B           0 B           0 B           340  
                                              aten::pow         1.42%       2.190ms         2.14%       3.299ms       9.702us     410.718us         1.04%     410.718us       1.208us           0 B           0 B     680.00 KB     680.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.718us         1.04%     410.718us       1.208us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     378.404us         0.96%     378.404us       1.113us           0 B           0 B           0 B           0 B           340  
                                           aten::arange         0.95%       1.463ms         3.67%       5.650ms       8.828us     305.537us         0.77%     611.074us       0.955us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     305.537us         0.77%     305.537us       0.955us           0 B           0 B           0 B           0 B           320  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     299.325us         0.76%     299.325us      14.966us           0 B           0 B           0 B           0 B            20  
                                            aten::where         1.00%       1.543ms         3.63%       5.589ms      17.465us     281.791us         0.71%     717.978us       2.244us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     281.791us         0.71%     281.791us       1.761us           0 B           0 B           0 B           0 B           160  
                                               aten::le         0.54%     827.682us         0.80%       1.231ms       7.692us     272.415us         0.69%     272.415us       1.703us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     272.415us         0.69%     272.415us       1.703us           0 B           0 B           0 B           0 B           160  
                                             aten::silu         0.51%     783.132us         0.81%       1.244ms       7.776us     252.665us         0.64%     252.665us       1.579us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     252.665us         0.64%     252.665us       1.579us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     237.087us         0.60%     237.087us       1.482us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     196.509us         0.50%     196.509us       1.228us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.11%     172.133us         0.16%     250.068us      12.503us     188.157us         0.48%     188.157us       9.408us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     188.157us         0.48%     188.157us       9.408us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     151.906us         0.38%     151.906us       1.055us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.631us         0.15%      57.631us       3.602us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.13%     195.077us         0.46%     702.384us      35.119us      49.054us         0.12%      49.054us       2.453us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      49.054us         0.12%      49.054us       2.453us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      49.054us         0.12%      49.054us       2.453us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      22.176us         0.06%      22.176us       1.109us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         0.37%     570.040us         0.37%     570.040us     285.020us       2.912us         0.01%       2.912us       1.456us           0 B           0 B           0 B           0 B             2  
                                           Buffer Flush         0.04%      57.237us         0.04%      64.862us      64.862us       2.912us         0.01%       2.912us       2.912us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 153.962ms
Self CUDA time total: 39.458ms
