-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
triton_per_fused__fused_rms_norm__unsafe_view_add_12...         0.45%      21.197us         0.61%      28.565us       9.522us      37.342us         1.04%      37.342us      12.447us           0 B           0 B           0 B           0 B             3  
triton_per_fused__fused_rms_norm__unsafe_view_add_12...         0.00%       0.000us         0.00%       0.000us       0.000us      37.342us         1.04%      37.342us      12.447us           0 B           0 B           0 B           0 B             3  
triton_per_fused__fused_rms_norm__unsafe_view_add_11...         0.41%      19.165us         0.56%      26.457us       8.819us      30.239us         0.84%      30.239us      10.080us           0 B           0 B           0 B           0 B             3  
triton_per_fused__fused_rms_norm__unsafe_view_add_11...         0.00%       0.000us         0.00%       0.000us       0.000us      30.239us         0.84%      30.239us      10.080us           0 B           0 B           0 B           0 B             3  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.73%      34.409us         1.12%      52.644us       6.581us      26.976us         0.75%      26.976us       3.372us           0 B           0 B           0 B           0 B             8  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.00%       0.000us         0.00%       0.000us       0.000us      26.976us         0.75%      26.976us       3.372us           0 B           0 B           0 B           0 B             8  
triton_per_fused__fused_rms_norm__unsafe_view_add_10...         0.41%      19.259us         0.57%      26.599us       8.866us      23.808us         0.66%      23.808us       7.936us           0 B           0 B           0 B           0 B             3  
triton_per_fused__fused_rms_norm__unsafe_view_add_10...         0.00%       0.000us         0.00%       0.000us       0.000us      23.808us         0.66%      23.808us       7.936us           0 B           0 B           0 B           0 B             3  
triton_poi_fused__unsafe_view_add_mul_neg_slice_spli...         1.02%      47.804us         1.42%      66.832us       8.354us      23.488us         0.66%      23.488us       2.936us           0 B           0 B           0 B           0 B             8  
triton_poi_fused__unsafe_view_add_mul_neg_slice_spli...         0.00%       0.000us         0.00%       0.000us       0.000us      23.488us         0.66%      23.488us       2.936us           0 B           0 B           0 B           0 B             8  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.58%      27.398us         0.96%      45.282us       5.660us      22.880us         0.64%      22.880us       2.860us           0 B           0 B           0 B           0 B             8  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.00%       0.000us         0.00%       0.000us       0.000us      22.880us         0.64%      22.880us       2.860us           0 B           0 B           0 B           0 B             8  
    triton_per_fused__fused_rms_norm__unsafe_view_add_9         0.35%      16.248us         0.50%      23.312us       7.771us      16.191us         0.45%      16.191us       5.397us           0 B           0 B           0 B           0 B             3  
    triton_per_fused__fused_rms_norm__unsafe_view_add_9         0.00%       0.000us         0.00%       0.000us       0.000us      16.191us         0.45%      16.191us       5.397us           0 B           0 B           0 B           0 B             3  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.61%      28.859us         0.99%      46.453us       5.807us      14.914us         0.42%      14.914us       1.864us           0 B           0 B           0 B           0 B             8  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.00%       0.000us         0.00%       0.000us       0.000us      14.914us         0.42%      14.914us       1.864us           0 B           0 B           0 B           0 B             8  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      10.814us         0.30%      10.814us       0.676us           0 B           0 B           0 B           0 B            16  
                                           aten::argmax         0.38%      17.659us         0.48%      22.616us      22.616us       9.856us         0.27%       9.856us       9.856us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.856us         0.27%       9.856us       9.856us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.21%       9.679us         0.28%      12.949us      12.949us       9.184us         0.26%       9.184us       9.184us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us       9.184us         0.26%       9.184us       9.184us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.18%       8.572us         0.26%      12.225us      12.225us       6.399us         0.18%       6.399us       6.399us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us       6.399us         0.18%       6.399us       6.399us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.41%      19.331us         0.49%      23.182us      23.182us       4.224us         0.12%       4.224us       4.224us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us       4.224us         0.12%       4.224us       4.224us           0 B           0 B           0 B           0 B             1  
           triton_per_fused__fused_rms_norm_embedding_0         0.46%      21.830us         6.99%     328.556us     328.556us       3.680us         0.10%       3.680us       3.680us           0 B           0 B           0 B           0 B             1  
           triton_per_fused__fused_rms_norm_embedding_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.680us         0.10%       3.680us       3.680us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_sl...         0.12%       5.501us         0.18%       8.299us       8.299us       2.432us         0.07%       2.432us       2.432us           0 B           0 B           0 B           0 B             1  
triton_per_fused__fused_rms_norm__unsafe_view_add_sl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.432us         0.07%       2.432us       2.432us           0 B           0 B           0 B           0 B             1  
                                            aten::copy_         0.14%       6.507us        38.30%       1.800ms       1.800ms       1.088us         0.03%       1.088us       1.088us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.088us         0.03%       1.088us       1.088us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.16%       7.361us         0.16%       7.361us       2.454us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         5.30%     249.027us         5.30%     249.027us     249.027us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                               TorchDynamo Cache Lookup         2.37%     111.236us         2.37%     111.236us     111.236us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                             Torch-Compiled Region: 0/0         1.54%      72.538us        53.12%       2.497ms       2.497ms       0.000us         0.00%       3.575ms       3.575ms           0 B           0 B       3.56 MB           0 B             1  
                                      Pregraph bytecode         0.27%      12.554us         0.27%      12.554us      12.554us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                 AOTDispatcher Runtime Wrapper Prologue         0.07%       3.291us         0.07%       3.291us       3.291us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
## Call CompiledFxGraph fdagnjqzi5qljaxdlaymj3flpxix...        20.68%     972.173us        51.24%       2.408ms       2.408ms       0.000us         0.00%       3.575ms       3.575ms           0 B        -128 B       3.56 MB       1.56 MB             1  
                                         cuLaunchKernel         9.37%     440.163us         9.37%     440.163us       7.722us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            57  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.37%      17.540us         0.37%      17.540us       0.439us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            40  
                                       cudaLaunchKernel         2.63%     123.817us         2.63%     123.817us       2.476us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
                                    cudaLaunchKernelExC         1.18%      55.618us         1.18%      55.618us       2.317us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
          aten::_scaled_dot_product_efficient_attention         0.88%      41.244us         4.74%     222.914us      27.864us       0.000us         0.00%     251.319us      31.415us         128 B           0 B       2.00 MB           0 B             8  
                                        aten::transpose         0.79%      36.911us         1.01%      47.364us       1.480us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32  
                                       aten::as_strided         0.24%      11.377us         0.24%      11.377us       0.335us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                  cudaStreamIsCapturing         0.09%       4.066us         0.09%       4.066us       0.452us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9  
                                            aten::empty         1.10%      51.576us         1.10%      51.576us       1.612us       0.000us         0.00%       0.000us       0.000us         128 B         128 B       2.00 MB       2.00 MB            32  
                                        cudaMemsetAsync         0.72%      33.664us         0.72%      33.664us       2.104us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                           aten::select         0.07%       3.471us         0.09%       4.135us       4.135us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                     aten::resolve_conj         0.01%       0.446us         0.01%       0.446us       0.446us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                      aten::resolve_neg         0.00%       0.091us         0.00%       0.091us       0.091us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.700ms
Self CUDA time total: 3.586ms
