-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         attention/rope         0.00%       0.000us         0.00%       0.000us       0.000us       7.701ms         6.84%       7.701ms      48.129us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       6.938ms         6.16%       6.938ms      43.362us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.89%       4.585ms         5.26%       8.338ms      13.028us       6.895ms         6.12%       6.895ms      10.774us           0 B           0 B     441.34 MB     441.34 MB           640  
                                     attention/qkv_proj         0.00%       0.000us         0.00%       0.000us       0.000us       6.595ms         5.86%       6.595ms      41.220us           0 B           0 B           0 B           0 B           160  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.879ms         5.22%       5.879ms     293.953us           0 B           0 B           0 B           0 B            20  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       5.835ms         5.18%       5.835ms      36.467us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       5.353ms         4.75%       5.353ms      17.608us           0 B           0 B           0 B           0 B           304  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       3.583ms         3.18%       3.583ms      22.392us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         2.23%       3.535ms         3.51%       5.561ms       6.951us       1.804ms         1.60%       1.804ms       2.255us           0 B           0 B      26.25 MB      26.25 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.394ms         1.24%       1.394ms       2.178us           0 B           0 B           0 B           0 B           640  
                                              aten::add         1.57%       2.489ms         2.50%       3.971ms       6.205us       1.181ms         1.05%       1.181ms       1.845us           0 B           0 B      16.25 MB      16.25 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.181ms         1.05%       1.181ms       1.845us           0 B           0 B           0 B           0 B           640  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us       1.075ms         0.95%       1.075ms       6.718us           0 B           0 B           0 B           0 B           160  
                                  aten::_fused_rms_norm         1.18%       1.869ms         2.85%       4.522ms      13.299us     982.443us         0.87%     982.443us       2.890us           0 B           0 B      10.79 MB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     982.443us         0.87%     982.443us       2.890us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     982.443us         0.87%     982.443us       2.890us           0 B           0 B           0 B           0 B           340  
                                              aten::neg         0.85%       1.351ms         1.35%       2.147ms       6.709us     645.976us         0.57%     645.976us       2.019us           0 B           0 B       3.12 MB       3.12 MB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     645.976us         0.57%     645.976us       2.019us           0 B           0 B           0 B           0 B           320  
                                             aten::silu         0.52%     827.557us         0.79%       1.260ms       7.876us     535.612us         0.48%     535.612us       3.348us           0 B           0 B      13.75 MB      13.75 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     535.612us         0.48%     535.612us       3.348us           0 B           0 B           0 B           0 B           160  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     492.859us         0.44%     492.859us       3.080us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.206us         0.36%     410.206us       2.564us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     379.390us         0.34%     379.390us      18.969us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     352.894us         0.31%     352.894us       2.206us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     350.204us         0.31%     350.204us      21.888us           0 B           0 B           0 B           0 B            16  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     345.668us         0.31%     345.668us       2.160us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.12%     184.665us         0.17%     266.757us      13.338us     275.582us         0.24%     275.582us      13.779us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     275.582us         0.24%     275.582us      13.779us           0 B           0 B           0 B           0 B            20  
                                     aten::index_select         0.13%     202.208us         0.55%     877.458us      43.873us     230.044us         0.20%     230.044us      11.502us           0 B           0 B     640.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     230.044us         0.20%     230.044us      11.502us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us     230.044us         0.20%     230.044us      11.502us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      20.289us         0.02%      20.289us       1.014us           0 B           0 B           0 B           0 B            20  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      12.065us         0.01%      12.065us       0.603us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize        22.04%      34.949ms        22.04%      34.949ms      11.650ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.22%     346.210us         0.22%     346.210us     346.210us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.22%     343.561us         0.85%       1.355ms      67.758us       0.000us         0.00%     230.044us      11.502us           0 B           0 B     640.00 KB           0 B            20  
                                        aten::embedding         0.06%      88.304us         0.64%       1.012ms      50.580us       0.000us         0.00%     230.044us      11.502us           0 B           0 B     640.00 KB           0 B            20  
                                          aten::reshape         0.45%     714.575us         0.61%     974.376us       0.840us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.48%     759.073us         0.48%     759.073us       0.271us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         2.13%       3.380ms         2.13%       3.380ms       2.036us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB       1.38 GB       1.38 GB          1660  
                                          aten::resize_         0.05%      78.112us         0.05%      78.112us       3.906us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     640.00 KB     640.00 KB            20  
                                       cudaLaunchKernel         8.29%      13.149ms         8.29%      13.149ms       2.695us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4880  
                                                layer_0         0.26%     411.431us         8.58%      13.607ms     680.329us       0.000us         0.00%      13.308ms     665.392us           0 B           0 B     320.00 KB      -1.25 MB            20  
                                                rmsnorm         2.16%       3.426ms         5.75%       9.121ms      26.826us       0.000us         0.00%     982.443us       2.890us           0 B           0 B       5.00 MB      -5.62 MB           340  
                                         aten::rms_norm         0.74%       1.173ms         3.59%       5.695ms      16.749us       0.000us         0.00%     982.443us       2.890us           0 B           0 B      10.62 MB    -170.00 KB           340  
                                              attention         4.25%       6.731ms        43.32%      68.675ms     429.221us       0.000us         0.00%      79.477ms     496.734us           0 B           0 B       8.68 MB      -1.38 GB           160  
                                     attention/qkv_proj         1.30%       2.053ms         6.04%       9.579ms      59.871us       0.000us         0.00%       6.204ms      38.772us           0 B           0 B       7.50 MB           0 B           160  
                                           aten::linear         0.82%       1.293ms        12.22%      19.375ms      17.299us       0.000us         0.00%      34.255ms      30.585us           0 B           0 B      45.00 MB           0 B          1120  
                                                aten::t         0.62%     975.764us         1.65%       2.613ms       2.333us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1120  
                                        aten::transpose         1.51%       2.387ms         1.99%       3.163ms       1.318us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2400  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 158.539ms
Self CUDA time total: 112.606ms
