-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                        ampere_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us      12.029ms        10.32%      12.029ms      66.828us           0 B           0 B           0 B           0 B           180  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       6.813ms         5.84%       6.813ms      42.581us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.21%       4.537ms         4.11%       8.435ms      13.180us       6.684ms         5.73%       6.687ms      10.448us           0 B           0 B     441.34 MB     441.34 MB           640  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us       6.332ms         5.43%       6.332ms      18.623us           0 B           0 B           0 B           0 B           340  
                                     attention/qkv_proj         0.00%       0.000us         0.00%       0.000us       0.000us       6.229ms         5.34%       6.229ms      38.934us           0 B           0 B           0 B           0 B           160  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.834ms         5.00%       5.834ms     291.703us           0 B           0 B           0 B           0 B            20  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       5.698ms         4.89%       5.698ms      35.614us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       5.226ms         4.48%       5.226ms      17.191us           0 B           0 B           0 B           0 B           304  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       3.409ms         2.92%       3.409ms      21.303us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         2.92%       5.982ms         4.57%       9.379ms       6.337us       3.121ms         2.68%       3.121ms       2.108us           0 B           0 B      47.50 MB      47.50 MB          1480  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.731ms         2.34%       2.731ms       2.069us           0 B           0 B           0 B           0 B          1320  
                                              aten::add         1.98%       4.071ms         3.10%       6.352ms       6.482us       1.555ms         1.33%       1.555ms       1.587us           0 B           0 B      16.42 MB      16.42 MB           980  
                                             aten::mean         1.03%       2.104ms         1.45%       2.978ms       8.759us       1.289ms         1.11%       1.289ms       3.790us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.289ms         1.11%       1.289ms       3.790us           0 B           0 B           0 B           0 B           340  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       1.165ms         1.00%       1.165ms       7.281us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.118ms         0.96%       1.118ms       1.746us           0 B           0 B           0 B           0 B           640  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us       1.022ms         0.88%       1.022ms       6.386us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         0.67%       1.384ms         1.08%       2.209ms       6.903us     578.392us         0.50%     578.392us       1.807us           0 B           0 B       3.12 MB       3.12 MB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     578.392us         0.50%     578.392us       1.807us           0 B           0 B           0 B           0 B           320  
                                            aten::fill_         0.47%     963.420us         1.00%       2.041ms       4.399us     546.463us         0.47%     546.463us       1.178us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     546.463us         0.47%     546.463us       1.178us           0 B           0 B           0 B           0 B           464  
                                           aten::arange         0.71%       1.460ms         2.77%       5.686ms       8.884us     518.103us         0.44%       1.036ms       1.619us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     518.103us         0.44%     518.103us       1.619us           0 B           0 B           0 B           0 B           320  
                                             aten::silu         0.39%     801.859us         0.60%       1.236ms       7.726us     513.275us         0.44%     513.275us       3.208us           0 B           0 B      13.75 MB      13.75 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     513.275us         0.44%     513.275us       3.208us           0 B           0 B           0 B           0 B           160  
                                              aten::pow         1.08%       2.214ms         1.63%       3.335ms       9.809us     494.237us         0.42%     494.237us       1.454us           0 B           0 B      10.62 MB      10.62 MB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     494.237us         0.42%     494.237us       1.454us           0 B           0 B           0 B           0 B           340  
                                            aten::rsqrt         0.63%       1.287ms         1.03%       2.111ms       6.207us     478.869us         0.41%     478.869us       1.408us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     478.869us         0.41%     478.869us       1.408us           0 B           0 B           0 B           0 B           340  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     469.664us         0.40%     469.664us       2.935us           0 B           0 B           0 B           0 B           160  
                                            aten::where         0.75%       1.538ms         2.71%       5.555ms      17.359us     442.973us         0.38%       1.067ms       3.335us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     442.973us         0.38%     442.973us       2.769us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     437.304us         0.38%     437.304us       1.286us           0 B           0 B           0 B           0 B           340  
                                               aten::le         0.40%     812.986us         0.59%       1.219ms       7.621us     402.232us         0.35%     402.232us       2.514us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     402.232us         0.35%     402.232us       2.514us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     389.724us         0.33%     389.724us       2.436us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     368.990us         0.32%     368.990us      18.449us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     348.826us         0.30%     348.826us      21.802us           0 B           0 B           0 B           0 B            16  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     338.741us         0.29%     338.741us       2.117us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     329.883us         0.28%     329.883us       2.062us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.09%     176.271us         0.12%     254.652us      12.733us     273.121us         0.23%     273.121us      13.656us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     273.121us         0.23%     273.121us      13.656us           0 B           0 B           0 B           0 B            20  
                                     aten::index_select         0.11%     222.877us         0.44%     901.994us      45.100us     219.646us         0.19%     219.646us      10.982us           0 B           0 B     640.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     219.646us         0.19%     219.646us      10.982us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us     219.646us         0.19%     219.646us      10.982us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     202.881us         0.17%     202.881us       1.409us           0 B           0 B           0 B           0 B           144  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      19.647us         0.02%      19.647us       0.982us           0 B           0 B           0 B           0 B            20  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      11.041us         0.01%      11.041us       0.552us           0 B           0 B           0 B           0 B            20  
                                           Buffer Flush         0.03%      61.759us         0.03%      61.759us      61.759us       2.976us         0.00%       2.976us       2.976us           0 B           0 B           0 B           0 B             1  
                                Activity Buffer Request         0.27%     556.865us         0.27%     556.865us     278.432us       1.376us         0.00%       1.376us       0.688us           0 B           0 B           0 B           0 B             2  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 205.088ms
Self CUDA time total: 116.582ms
