-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::_efficient_attention_forward         0.70%      56.091us         1.80%     144.712us      18.089us     255.421us         6.02%     255.421us      31.928us         128 B           0 B       2.00 MB           0 B             8  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     255.421us         6.02%     255.421us      31.928us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     255.421us         6.02%     255.421us      31.928us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     197.248us         4.65%     197.248us       2.055us           0 B           0 B           0 B           0 B            96  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     192.797us         4.54%     192.797us      12.050us           0 B           0 B           0 B           0 B            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     188.384us         4.44%     188.384us       2.854us           0 B           0 B           0 B           0 B            66  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     178.207us         4.20%     178.207us      22.276us           0 B           0 B           0 B           0 B             8  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     160.732us         3.79%     160.732us      20.092us           0 B           0 B           0 B           0 B             8  
                                            aten::copy_         2.41%     194.134us        12.04%     970.000us      14.923us     137.087us         3.23%     137.087us       2.109us           0 B           0 B           0 B           0 B            65  
                                              aten::add         2.64%     212.716us         4.11%     330.824us       6.752us     132.862us         3.13%     132.862us       2.711us           0 B           0 B       6.51 MB       6.51 MB            49  
                                         kv_cache/write         0.00%       0.000us         0.00%       0.000us       0.000us      99.201us         2.34%      99.201us      12.400us           0 B           0 B           0 B           0 B             8  
                                             aten::silu         0.51%      40.737us         0.78%      62.852us       7.856us      90.913us         2.14%      90.913us      11.364us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      90.913us         2.14%      90.913us      11.364us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      82.207us         1.94%      82.207us      10.276us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.310us         1.82%      77.310us       4.832us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.03%     163.856us         3.68%     296.075us      18.505us      61.217us         1.44%      61.217us       3.826us           0 B           0 B       2.50 MB       2.50 MB            16  
                                             aten::mean         1.42%     114.066us         1.99%     160.555us       9.444us      53.886us         1.27%      53.886us       3.170us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      53.886us         1.27%      53.886us       3.170us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      38.942us         0.92%      38.942us       4.868us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      38.368us         0.90%      38.368us       4.796us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.153us         0.88%      37.153us       2.322us           0 B           0 B           0 B           0 B            16  
                                              aten::pow         1.52%     122.535us         2.27%     182.865us      10.757us      34.274us         0.81%      34.274us       2.016us           0 B           0 B       4.25 MB       4.25 MB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.274us         0.81%      34.274us       2.016us           0 B           0 B           0 B           0 B            17  
                                              aten::neg         0.85%      68.763us         1.33%     106.900us       6.681us      28.126us         0.66%      28.126us       1.758us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      28.126us         0.66%      28.126us       1.758us           0 B           0 B           0 B           0 B            16  
                                            aten::rsqrt         0.81%      65.447us         1.36%     109.138us       6.420us      20.255us         0.48%      20.255us       1.191us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      20.255us         0.48%      20.255us       1.191us           0 B           0 B           0 B           0 B            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.399us         0.43%      18.399us       1.082us           0 B           0 B           0 B           0 B            17  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      11.872us         0.28%      11.872us      11.872us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.11%       9.253us         0.16%      12.734us      12.734us       9.344us         0.22%       9.344us       9.344us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.344us         0.22%       9.344us       9.344us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.919us         0.14%       5.919us       0.348us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.19%      15.141us         0.43%      34.837us      34.837us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.02%       1.056us       1.056us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.09%       7.406us         0.09%       7.406us       2.469us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         3.13%     252.111us         3.13%     252.111us     252.111us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.69%      55.755us         1.74%     140.230us     140.230us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.11%       8.671us         1.05%      84.475us      84.475us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.47%      37.569us         0.67%      54.321us       0.937us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.54%      43.178us         0.54%      43.178us       0.277us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           156  
                                     aten::index_select         0.18%      14.263us         0.84%      67.875us      67.875us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.69%     216.410us         2.69%     216.410us       2.231us       0.000us         0.00%       0.000us       0.000us         128 B         128 B      11.00 MB      11.00 MB            97  
                                          aten::resize_         0.09%       7.423us         0.09%       7.423us       7.423us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.63%      50.458us         0.79%      63.777us       1.302us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            49  
                                       aten::as_strided         1.51%     121.624us         1.51%     121.624us       0.273us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           446  
                                       cudaLaunchKernel        11.70%     942.645us        11.70%     942.645us       2.611us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           361  
                                                layer_0         0.41%      32.673us        14.15%       1.139ms       1.139ms       0.000us         0.00%     454.494us     454.494us           0 B           0 B     512.00 KB    -512.00 KB             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.054ms
Self CUDA time total: 4.244ms
