-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.181ms        12.07%       4.181ms      26.128us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.181ms        12.07%       4.181ms      26.128us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.098ms         8.94%       3.098ms      19.365us           0 B           0 B           0 B           0 B           160  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.859ms         5.36%       1.859ms      11.616us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.803ms         5.21%       1.803ms      11.271us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         4.40%       4.683ms         7.89%       8.403ms      13.129us       1.757ms         5.07%       1.757ms       2.746us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.749ms         5.05%       1.749ms       1.822us           0 B           0 B           0 B           0 B           960  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.429ms         4.12%       1.429ms       4.465us           0 B           0 B           0 B           0 B           320  
                                              aten::mul         3.28%       3.493ms         5.16%       5.493ms       6.866us       1.214ms         3.50%       1.214ms       1.518us           0 B           0 B       1.64 MB       1.64 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.015ms         2.93%       1.015ms       1.585us           0 B           0 B           0 B           0 B           640  
                                            aten::copy_         0.91%     967.856us         5.76%       6.132ms      18.035us     876.363us         2.53%     876.363us       2.578us           0 B           0 B           0 B           0 B           340  
                                              aten::add         2.33%       2.478ms         3.72%       3.963ms       6.192us     816.912us         2.36%     816.912us       1.276us           0 B           0 B       1.02 MB       1.02 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     816.912us         2.36%     816.912us       1.276us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     806.558us         2.33%     806.558us       2.653us           0 B           0 B           0 B           0 B           304  
                                  aten::_fused_rms_norm         1.67%       1.777ms         4.07%       4.334ms      12.747us     738.200us         2.13%     738.200us       2.171us           0 B           0 B     850.00 KB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     738.200us         2.13%     738.200us       2.171us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     738.200us         2.13%     738.200us       2.171us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     557.792us         1.61%     557.792us       3.486us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.24%       1.316ms         1.98%       2.111ms       6.596us     491.701us         1.42%     491.701us       1.537us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     491.701us         1.42%     491.701us       1.537us           0 B           0 B           0 B           0 B           320  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     291.582us         0.84%     291.582us      14.579us           0 B           0 B           0 B           0 B            20  
                                             aten::silu         0.77%     814.497us         1.19%       1.267ms       7.919us     251.939us         0.73%     251.939us       1.575us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     251.939us         0.73%     251.939us       1.575us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     243.611us         0.70%     243.611us       1.523us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     199.427us         0.58%     199.427us       1.246us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     196.989us         0.57%     196.989us       1.231us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.18%     195.896us         0.26%     281.097us      14.055us     184.223us         0.53%     184.223us       9.211us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     184.223us         0.53%     184.223us       9.211us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      56.897us         0.16%      56.897us       3.556us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.19%     206.383us         0.70%     746.680us      37.334us      49.151us         0.14%      49.151us       2.458us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      49.151us         0.14%      49.151us       2.458us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      49.151us         0.14%      49.151us       2.458us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.342us         0.06%      21.342us       1.067us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         0.69%     736.498us         0.69%     736.498us     245.499us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.26%     281.625us         0.26%     281.625us     281.625us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.30%     318.121us         1.13%       1.199ms      59.958us       0.000us         0.00%      49.151us       2.458us           0 B           0 B      40.00 KB           0 B            20  
                                        aten::embedding         0.08%      90.083us         0.83%     881.047us      44.052us       0.000us         0.00%      49.151us       2.458us           0 B           0 B      40.00 KB           0 B            20  
                                          aten::reshape         0.66%     707.724us         0.89%     951.326us       0.820us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.69%     735.641us         0.69%     735.641us       0.263us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         3.15%       3.358ms         3.15%       3.358ms       2.023us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB      87.71 MB      87.71 MB          1660  
                                          aten::resize_         0.07%      73.558us         0.07%      73.558us       3.678us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      40.00 KB      40.00 KB            20  
                                       cudaLaunchKernel        12.15%      12.935ms        12.15%      12.935ms       2.651us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4880  
                                                layer_0         0.37%     391.218us        12.48%      13.282ms     664.113us       0.000us         0.00%       3.654ms     182.705us           0 B           0 B      20.00 KB     -80.00 KB            20  
                                                rmsnorm         3.25%       3.465ms         8.38%       8.925ms      26.251us       0.000us         0.00%     738.200us       2.171us           0 B           0 B     320.00 KB    -360.00 KB           340  
                                         aten::rms_norm         1.06%       1.127ms         5.13%       5.461ms      16.062us       0.000us         0.00%     738.200us       2.171us           0 B           0 B     680.00 KB    -170.00 KB           340  
                                              attention         6.30%       6.702ms        64.49%      68.652ms     429.074us       0.000us         0.00%      15.317ms      95.730us           0 B           0 B     480.00 KB     -87.50 MB           160  
                                     attention/qkv_proj         1.97%       2.102ms         8.90%       9.478ms      59.238us       0.000us         0.00%       3.121ms      19.507us           0 B           0 B     480.00 KB           0 B           160  
                                           aten::linear         1.21%       1.287ms        17.30%      18.420ms      16.447us       0.000us         0.00%      17.538ms      15.659us           0 B           0 B       2.81 MB           0 B          1120  
                                                aten::t         0.90%     960.612us         2.37%       2.522ms       2.252us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1120  
                                        aten::transpose         2.19%       2.328ms         2.92%       3.106ms       1.294us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2400  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 106.457ms
Self CUDA time total: 34.645ms
