-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.178ms        12.32%       4.178ms      26.112us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.068ms         9.05%       3.068ms      19.177us           0 B           0 B           0 B           0 B           160  
                                     attention/qkv_proj         0.00%       0.000us         0.00%       0.000us       0.000us       2.379ms         7.02%       2.379ms      14.870us           0 B           0 B           0 B           0 B           160  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.811ms         5.34%       1.811ms      11.322us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.800ms         5.31%       1.800ms      11.248us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         4.50%       4.501ms         8.16%       8.163ms      12.755us       1.758ms         5.19%       1.758ms       2.747us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.748ms         5.16%       1.748ms       1.821us           0 B           0 B           0 B           0 B           960  
                                              aten::mul         3.37%       3.372ms         5.33%       5.326ms       6.657us       1.228ms         3.62%       1.228ms       1.536us           0 B           0 B       1.64 MB       1.64 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.030ms         3.04%       1.030ms       1.610us           0 B           0 B           0 B           0 B           640  
                                            aten::copy_         0.92%     916.575us         6.13%       6.135ms      18.043us     872.924us         2.57%     872.924us       2.567us           0 B           0 B           0 B           0 B           340  
                                              aten::add         2.41%       2.407ms         3.90%       3.905ms       6.101us     810.502us         2.39%     810.502us       1.266us           0 B           0 B       1.02 MB       1.02 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     810.502us         2.39%     810.502us       1.266us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     804.384us         2.37%     804.384us       2.646us           0 B           0 B           0 B           0 B           304  
                                  aten::_fused_rms_norm         1.79%       1.793ms         4.30%       4.305ms      12.661us     731.357us         2.16%     731.357us       2.151us           0 B           0 B     850.00 KB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     731.357us         2.16%     731.357us       2.151us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     731.357us         2.16%     731.357us       2.151us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     559.750us         1.65%     559.750us       3.498us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.32%       1.322ms         2.09%       2.091ms       6.534us     478.370us         1.41%     478.370us       1.495us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     478.370us         1.41%     478.370us       1.495us           0 B           0 B           0 B           0 B           320  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     289.972us         0.86%     289.972us      14.499us           0 B           0 B           0 B           0 B            20  
                                             aten::silu         0.76%     764.580us         1.22%       1.219ms       7.618us     251.314us         0.74%     251.314us       1.571us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     251.314us         0.74%     251.314us       1.571us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     241.112us         0.71%     241.112us       1.507us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     198.011us         0.58%     198.011us       1.238us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     195.350us         0.58%     195.350us       1.221us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.17%     170.096us         0.25%     247.670us      12.384us     191.163us         0.56%     191.163us       9.558us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     191.163us         0.56%     191.163us       9.558us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.085us         0.17%      57.085us       3.568us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.19%     191.722us         0.72%     719.452us      35.973us      48.860us         0.14%      48.860us       2.443us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      48.860us         0.14%      48.860us       2.443us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      48.860us         0.14%      48.860us       2.443us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.343us         0.06%      21.343us       1.067us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         1.34%       1.339ms         1.34%       1.339ms     446.227us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.25%     248.295us         0.25%     248.295us     248.295us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.29%     292.903us         1.13%       1.130ms      56.522us       0.000us         0.00%      48.860us       2.443us           0 B           0 B      40.00 KB           0 B            20  
                                        aten::embedding         0.08%      77.020us         0.84%     837.537us      41.877us       0.000us         0.00%      48.860us       2.443us           0 B           0 B      40.00 KB           0 B            20  
                                          aten::reshape         0.54%     542.054us         0.73%     734.044us       0.874us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           840  
                                             aten::view         0.66%     664.392us         0.66%     664.392us       0.268us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2480  
                                            aten::empty         3.25%       3.252ms         3.25%       3.252ms       1.959us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB      87.71 MB      87.71 MB          1660  
                                          aten::resize_         0.07%      66.325us         0.07%      66.325us       3.316us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      40.00 KB      40.00 KB            20  
                                       cudaLaunchKernel        12.05%      12.046ms        12.05%      12.046ms       2.642us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4560  
                                                layer_0         0.38%     378.974us        12.34%      12.342ms     617.081us       0.000us         0.00%       3.561ms     178.036us           0 B           0 B    -300.00 KB     -80.00 KB            20  
                                                rmsnorm         3.24%       3.239ms         8.59%       8.585ms      25.250us       0.000us         0.00%     731.357us       2.151us           0 B           0 B     320.00 KB    -360.00 KB           340  
                                         aten::rms_norm         1.04%       1.041ms         5.35%       5.345ms      15.722us       0.000us         0.00%     731.357us       2.151us           0 B           0 B     680.00 KB    -170.00 KB           340  
                                              attention         6.33%       6.331ms        62.67%      62.672ms     391.703us       0.000us         0.00%      14.557ms      90.982us           0 B           0 B      -2.03 MB     -87.50 MB           160  
                                     attention/qkv_proj         1.96%       1.957ms         5.47%       5.466ms      34.164us       0.000us         0.00%       2.379ms      14.870us           0 B           0 B     480.00 KB           0 B           160  
                                           aten::linear         0.99%     988.768us        14.05%      14.048ms      17.560us       0.000us         0.00%      16.815ms      21.019us           0 B           0 B       2.81 MB           0 B           800  
                                                aten::t         0.72%     722.077us         1.86%       1.861ms       2.327us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           800  
                                        aten::transpose         1.95%       1.945ms         2.62%       2.620ms       1.260us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2080  
                                       aten::as_strided         1.63%       1.628ms         1.63%       1.628ms       0.281us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5800  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 99.997ms
Self CUDA time total: 33.900ms
