-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.078ms        12.86%       5.078ms     253.881us           0 B           0 B           0 B           0 B            20  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.331ms        10.97%       4.331ms      27.068us           0 B           0 B           0 B           0 B           160  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.156ms        10.53%       4.156ms      25.974us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.156ms        10.53%       4.156ms      25.974us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.125ms         7.92%       3.125ms      19.532us           0 B           0 B           0 B           0 B           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.660ms         6.74%       2.660ms       1.663us           0 B           0 B           0 B           0 B          1600  
                                              aten::mul         3.82%       5.793ms         6.12%       9.276ms       6.268us       2.147ms         5.44%       2.147ms       1.451us           0 B           0 B       2.97 MB       2.97 MB          1480  
                                            aten::copy_         2.05%       3.104ms         7.27%      11.028ms       9.812us       1.953ms         4.95%       1.953ms       1.738us           0 B           0 B           0 B           0 B          1124  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.857ms         4.70%       1.857ms      11.607us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.773ms         4.49%       1.773ms      11.081us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         2.97%       4.498ms         5.52%       8.377ms      13.089us       1.747ms         4.42%       1.750ms       2.734us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.463ms         3.71%       1.463ms       1.493us           0 B           0 B           0 B           0 B           980  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.427ms         3.61%       1.427ms       4.458us           0 B           0 B           0 B           0 B           320  
                                              aten::add         2.62%       3.967ms         4.11%       6.226ms       6.354us       1.194ms         3.02%       1.194ms       1.218us           0 B           0 B       1.18 MB       1.18 MB           980  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     810.632us         2.05%     810.632us       1.267us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     807.602us         2.05%     807.602us       2.657us           0 B           0 B           0 B           0 B           304  
                                             aten::mean         1.34%       2.039ms         1.93%       2.926ms       8.607us     789.883us         2.00%     789.883us       2.323us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     789.883us         2.00%     789.883us       2.323us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     684.052us         1.73%     684.052us       1.368us           0 B           0 B           0 B           0 B           500  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     549.732us         1.39%     549.732us       3.436us           0 B           0 B           0 B           0 B           160  
                                            aten::fill_         0.62%     941.298us         1.32%       1.997ms       4.304us     463.965us         1.18%     463.965us       1.000us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     463.965us         1.18%     463.965us       1.000us           0 B           0 B           0 B           0 B           464  
                                              aten::neg         0.88%       1.342ms         1.39%       2.112ms       6.599us     460.021us         1.17%     460.021us       1.438us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     460.021us         1.17%     460.021us       1.438us           0 B           0 B           0 B           0 B           320  
                                            aten::rsqrt         0.82%       1.245ms         1.36%       2.062ms       6.065us     414.176us         1.05%     414.176us       1.218us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     414.176us         1.05%     414.176us       1.218us           0 B           0 B           0 B           0 B           340  
                                              aten::pow         1.43%       2.166ms         2.18%       3.307ms       9.727us     410.396us         1.04%     410.396us       1.207us           0 B           0 B     680.00 KB     680.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     410.396us         1.04%     410.396us       1.207us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     383.401us         0.97%     383.401us       1.128us           0 B           0 B           0 B           0 B           340  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     313.311us         0.79%     313.311us      15.666us           0 B           0 B           0 B           0 B            20  
                                           aten::arange         0.95%       1.441ms         3.68%       5.577ms       8.713us     305.662us         0.77%     611.324us       0.955us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     305.662us         0.77%     305.662us       0.955us           0 B           0 B           0 B           0 B           320  
                                            aten::where         0.99%       1.504ms         3.62%       5.486ms      17.143us     282.082us         0.71%     718.624us       2.246us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     282.082us         0.71%     282.082us       1.763us           0 B           0 B           0 B           0 B           160  
                                               aten::le         0.52%     794.999us         0.78%       1.187ms       7.417us     274.395us         0.70%     274.395us       1.715us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     274.395us         0.70%     274.395us       1.715us           0 B           0 B           0 B           0 B           160  
                                             aten::silu         0.51%     772.020us         0.81%       1.234ms       7.713us     252.611us         0.64%     252.611us       1.579us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     252.611us         0.64%     252.611us       1.579us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     239.033us         0.61%     239.033us       1.494us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     196.566us         0.50%     196.566us       1.229us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.11%     160.208us         0.16%     238.348us      11.917us     188.254us         0.48%     188.254us       9.413us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     188.254us         0.48%     188.254us       9.413us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     152.312us         0.39%     152.312us       1.058us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.825us         0.15%      57.825us       3.614us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.12%     189.399us         0.47%     708.030us      35.401us      49.245us         0.12%      49.245us       2.462us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      49.245us         0.12%      49.245us       2.462us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      49.245us         0.12%      49.245us       2.462us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.956us         0.06%      21.956us       1.098us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         0.34%     521.229us         0.34%     521.229us     260.615us       2.976us         0.01%       2.976us       1.488us           0 B           0 B           0 B           0 B             2  
                                           Buffer Flush         0.04%      60.023us         0.04%      64.880us      64.880us       1.312us         0.00%       1.312us       1.312us           0 B           0 B         512 B         512 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 151.640ms
Self CUDA time total: 39.475ms
