-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       4.842ms         8.93%       4.842ms      30.260us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.626ms         8.53%       4.626ms      28.913us           0 B           0 B           0 B           0 B           160  
                                            aten::copy_         0.81%     917.412us         5.58%       6.325ms      18.602us       3.971ms         7.32%       3.971ms      11.679us           0 B           0 B           0 B           0 B           340  
                                              aten::cat         3.98%       4.511ms         7.31%       8.282ms      12.940us       3.133ms         5.78%       3.133ms       4.895us           0 B           0 B      88.12 MB      88.12 MB           640  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       2.383ms         4.40%       2.383ms      14.896us           0 B           0 B           0 B           0 B           160  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       2.292ms         4.23%       2.292ms      14.325us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         3.03%       3.428ms         4.76%       5.388ms       6.735us       1.933ms         3.56%       1.933ms       2.416us           0 B           0 B       6.56 MB       6.56 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.573ms         2.90%       1.573ms       2.458us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.561ms         2.88%       1.561ms       5.134us           0 B           0 B           0 B           0 B           304  
                                              aten::add         2.13%       2.412ms         3.43%       3.890ms       6.079us       1.349ms         2.49%       1.349ms       2.108us           0 B           0 B       4.06 MB       4.06 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.349ms         2.49%       1.349ms       2.108us           0 B           0 B           0 B           0 B           640  
                                  aten::_fused_rms_norm         1.55%       1.755ms         3.80%       4.301ms      12.650us       1.183ms         2.18%       1.183ms       3.480us           0 B           0 B       2.82 MB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us       1.183ms         2.18%       1.183ms       3.480us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us       1.183ms         2.18%       1.183ms       3.480us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us       1.026ms         1.89%       1.026ms       6.414us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.15%       1.303ms         1.87%       2.116ms       6.614us     757.713us         1.40%     757.713us       2.368us           0 B           0 B     800.00 KB     800.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     757.713us         1.40%     757.713us       2.368us           0 B           0 B           0 B           0 B           320  
                                             aten::silu         0.68%     769.463us         1.06%       1.205ms       7.531us     511.553us         0.94%     511.553us       3.197us           0 B           0 B       3.44 MB       3.44 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     511.553us         0.94%     511.553us       3.197us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     388.279us         0.72%     388.279us       2.427us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     378.205us         0.70%     378.205us      18.910us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     373.440us         0.69%     373.440us       2.334us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     359.775us         0.66%     359.775us       2.249us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.17%     187.193us         0.23%     265.706us      13.285us     258.492us         0.48%     258.492us      12.925us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     258.492us         0.48%     258.492us      12.925us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     159.650us         0.29%     159.650us       9.978us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.16%     185.932us         0.68%     767.074us      38.354us     108.096us         0.20%     108.096us       5.405us           0 B           0 B     160.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     108.096us         0.20%     108.096us       5.405us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us     108.096us         0.20%     108.096us       5.405us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      22.977us         0.04%      22.977us       1.149us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         9.07%      10.280ms         9.07%      10.280ms       3.427ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.22%     253.266us         0.22%     253.266us     253.266us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.26%     294.868us         1.05%       1.188ms      59.390us       0.000us         0.00%     108.096us       5.405us           0 B           0 B     160.00 KB           0 B            20  
                                        aten::embedding         0.07%      78.875us         0.79%     892.924us      44.646us       0.000us         0.00%     108.096us       5.405us           0 B           0 B     160.00 KB           0 B            20  
                                          aten::reshape         0.64%     720.312us         0.85%     963.789us       0.831us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.63%     711.827us         0.63%     711.827us       0.254us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         2.86%       3.244ms         2.86%       3.244ms       1.954us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB     390.32 MB     390.32 MB          1660  
                                          aten::resize_         0.06%      64.540us         0.06%      64.540us       3.227us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     160.00 KB     160.00 KB            20  
                                       cudaLaunchKernel        11.28%      12.784ms        11.28%      12.784ms       2.620us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4880  
                                                layer_0         0.34%     387.426us        11.27%      12.770ms     638.516us       0.000us         0.00%       6.121ms     306.038us           0 B           0 B      80.00 KB    -320.00 KB            20  
                                                rmsnorm         2.88%       3.259ms         7.63%       8.645ms      25.427us       0.000us         0.00%       1.183ms       3.480us           0 B           0 B       1.25 MB      -1.41 MB           340  
                                         aten::rms_norm         0.96%       1.086ms         4.75%       5.387ms      15.843us       0.000us         0.00%       1.183ms       3.480us           0 B           0 B       2.66 MB    -170.00 KB           340  
                                              attention         5.69%       6.451ms        58.82%      66.643ms     416.520us       0.000us         0.00%      32.361ms     202.257us           0 B           0 B       1.88 MB    -390.00 MB           160  
                                     attention/qkv_proj         1.77%       2.003ms         8.08%       9.149ms      57.184us       0.000us         0.00%       4.198ms      26.237us           0 B           0 B       1.88 MB           0 B           160  
                                           aten::linear         1.12%       1.268ms        15.74%      17.831ms      15.920us       0.000us         0.00%      20.473ms      18.279us           0 B           0 B      11.25 MB           0 B          1120  
                                                aten::t         0.81%     913.658us         2.19%       2.479ms       2.213us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1120  
                                        aten::transpose         2.03%       2.305ms         2.71%       3.076ms       1.281us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2400  
                                       aten::as_strided         1.45%       1.640ms         1.45%       1.640ms       0.290us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5660  
                                           aten::matmul         2.14%       2.428ms        12.67%      14.361ms      12.597us       0.000us         0.00%      25.607ms      22.462us           0 B           0 B      15.98 MB           0 B          1140  
                                     aten::_unsafe_view         0.26%     297.574us         0.26%     297.574us       0.261us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1140  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 113.303ms
Self CUDA time total: 54.219ms
