-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::_efficient_attention_forward         0.63%      61.550us         1.48%     145.441us      18.180us     255.678us         6.04%     255.678us      31.960us         128 B           0 B       2.00 MB           0 B             8  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     255.678us         6.04%     255.678us      31.960us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     255.678us         6.04%     255.678us      31.960us           0 B           0 B           0 B           0 B             8  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     191.770us         4.53%     191.770us      11.986us           0 B           0 B           0 B           0 B            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     188.574us         4.45%     188.574us       2.857us           0 B           0 B           0 B           0 B            66  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     177.086us         4.18%     177.086us       2.214us           0 B           0 B           0 B           0 B            80  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     173.566us         4.10%     173.566us      21.696us           0 B           0 B           0 B           0 B             8  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     167.935us         3.97%     167.935us      20.992us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.41%     236.964us         3.66%     360.701us       7.361us     133.436us         3.15%     133.436us       2.723us           0 B           0 B       6.51 MB       6.51 MB            49  
                                            aten::copy_         1.57%     154.974us         8.97%     883.166us      18.024us     117.662us         2.78%     117.662us       2.401us           0 B           0 B           0 B           0 B            49  
                                             aten::silu         0.50%      49.530us         0.78%      76.378us       9.547us      87.519us         2.07%      87.519us      10.940us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      87.519us         2.07%      87.519us      10.940us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.343us         1.92%      81.343us      10.168us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.791us         1.84%      77.791us       4.862us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         1.69%     166.011us         3.10%     304.954us      19.060us      61.088us         1.44%      61.088us       3.818us           0 B           0 B       2.50 MB       2.50 MB            16  
                                             aten::mean         1.23%     121.183us         1.73%     170.184us      10.011us      54.271us         1.28%      54.271us       3.192us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      54.271us         1.28%      54.271us       3.192us           0 B           0 B           0 B           0 B            17  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      38.976us         0.92%      38.976us       4.872us           0 B           0 B           0 B           0 B             8  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      38.815us         0.92%      38.815us       4.852us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.087us         0.88%      37.087us       2.318us           0 B           0 B           0 B           0 B            16  
                                              aten::pow         1.29%     127.469us         1.96%     192.733us      11.337us      34.368us         0.81%      34.368us       2.022us           0 B           0 B       4.25 MB       4.25 MB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.368us         0.81%      34.368us       2.022us           0 B           0 B           0 B           0 B            17  
                                              aten::neg         0.75%      73.637us         1.16%     114.013us       7.126us      28.095us         0.66%      28.095us       1.756us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      28.095us         0.66%      28.095us       1.756us           0 B           0 B           0 B           0 B            16  
                                            aten::rsqrt         0.70%      68.775us         1.15%     112.958us       6.645us      20.384us         0.48%      20.384us       1.199us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      20.384us         0.48%      20.384us       1.199us           0 B           0 B           0 B           0 B            17  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      19.136us         0.45%      19.136us      19.136us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.558us         0.44%      18.558us       1.092us           0 B           0 B           0 B           0 B            17  
                                           aten::argmax         0.12%      11.627us         0.17%      16.878us      16.878us       9.312us         0.22%       9.312us       9.312us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.312us         0.22%       9.312us       9.312us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.890us         0.14%       5.890us       0.346us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.26%      25.375us         0.54%      53.408us      53.408us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.664us         0.04%       1.664us       1.664us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.16%      16.164us         0.16%      16.164us       5.388us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request        11.59%       1.141ms        11.59%       1.141ms       1.141ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         6.43%     633.481us         7.80%     768.418us     768.418us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.15%      14.329us         1.37%     134.937us     134.937us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.81%      79.532us         1.08%     106.065us       1.829us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.57%      55.716us         0.57%      55.716us       0.357us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           156  
                                     aten::index_select         0.23%      22.457us         1.09%     107.381us     107.381us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         1.91%     188.086us         1.91%     188.086us       2.322us       0.000us         0.00%       0.000us       0.000us         128 B         128 B       7.00 MB       7.00 MB            81  
                                          aten::resize_         0.12%      11.403us         0.12%      11.403us      11.403us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.58%      56.647us         0.72%      70.476us       1.438us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            49  
                                       aten::as_strided         1.43%     140.488us         1.43%     140.488us       0.339us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           414  
                                       cudaLaunchKernel         9.50%     935.362us         9.50%     935.362us       2.711us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           345  
                                                layer_0         0.33%      32.442us        11.54%       1.136ms       1.136ms       0.000us         0.00%     457.080us     457.080us           0 B           0 B     128.00 KB    -512.00 KB             1  
                                                rmsnorm         4.75%     467.685us        13.08%       1.288ms      75.780us       0.000us         0.00%     231.389us      13.611us           0 B           0 B       2.00 MB     -10.77 MB            17  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 9.846ms
Self CUDA time total: 4.234ms
