-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.00%       0.000us         0.00%       0.000us       0.000us     631.720us         2.12%     631.720us       1.974us           0 B           0 B           0 B           0 B           320  
triton_poi_fused__unsafe_view_add_cat_mul_neg_slice_...         1.90%     897.944us         2.65%       1.256ms       7.850us     360.789us         1.21%     360.789us       2.255us           0 B           0 B           0 B           0 B           160  
triton_poi_fused__unsafe_view_add_cat_mul_neg_slice_...         0.00%       0.000us         0.00%       0.000us       0.000us     360.789us         1.21%     360.789us       2.255us           0 B           0 B           0 B           0 B           160  
triton_poi_fused__unsafe_view_cat_split_with_sizes_t...         1.37%     649.990us         2.09%     990.325us       6.190us     344.504us         1.15%     344.504us       2.153us           0 B           0 B           0 B           0 B           160  
triton_poi_fused__unsafe_view_cat_split_with_sizes_t...         0.00%       0.000us         0.00%       0.000us       0.000us     344.504us         1.15%     344.504us       2.153us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.50%     238.028us         0.71%     334.374us      16.719us     187.354us         0.63%     187.354us       9.368us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     187.354us         0.63%     187.354us       9.368us           0 B           0 B           0 B           0 B            20  
triton_poi_fused__scaled_dot_product_efficient_atten...         1.41%     667.037us         2.11%       1.000ms       6.253us     179.801us         0.60%     179.801us       1.124us           0 B           0 B           0 B           0 B           160  
triton_poi_fused__scaled_dot_product_efficient_atten...         0.00%       0.000us         0.00%       0.000us       0.000us     179.801us         0.60%     179.801us       1.124us           0 B           0 B           0 B           0 B           160  
               triton_poi_fused__unsafe_view_mul_silu_6         1.27%     600.334us         1.99%     940.892us       5.881us     177.113us         0.59%     177.113us       1.107us           0 B           0 B           0 B           0 B           160  
               triton_poi_fused__unsafe_view_mul_silu_6         0.00%       0.000us         0.00%       0.000us       0.000us     177.113us         0.59%     177.113us       1.107us           0 B           0 B           0 B           0 B           160  
triton_per_fused__fused_rms_norm__unsafe_view_add_12...         0.80%     380.111us         1.08%     513.124us       8.552us     107.907us         0.36%     107.907us       1.798us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_12...         0.00%       0.000us         0.00%       0.000us       0.000us     107.907us         0.36%     107.907us       1.798us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_10...         0.74%     350.329us         1.02%     481.898us       8.032us     107.132us         0.36%     107.132us       1.786us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_10...         0.00%       0.000us         0.00%       0.000us       0.000us     107.132us         0.36%     107.132us       1.786us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_11...         0.68%     320.339us         0.95%     450.586us       7.510us     103.351us         0.35%     103.351us       1.723us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_11...         0.00%       0.000us         0.00%       0.000us       0.000us     103.351us         0.35%     103.351us       1.723us           0 B           0 B           0 B           0 B            60  
    triton_per_fused__fused_rms_norm__unsafe_view_add_9         0.57%     268.390us         0.84%     398.335us       6.639us      86.080us         0.29%      86.080us       1.435us           0 B           0 B           0 B           0 B            60  
    triton_per_fused__fused_rms_norm__unsafe_view_add_9         0.00%       0.000us         0.00%       0.000us       0.000us      86.080us         0.29%      86.080us       1.435us           0 B           0 B           0 B           0 B            60  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.31%     146.166us         0.42%     198.187us       9.909us      40.992us         0.14%      40.992us       2.050us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us      40.992us         0.14%      40.992us       2.050us           0 B           0 B           0 B           0 B            20  
           triton_per_fused__fused_rms_norm_embedding_0         0.50%     237.136us         1.44%     681.212us      34.061us      40.732us         0.14%      40.732us       2.037us           0 B           0 B           0 B           0 B            20  
           triton_per_fused__fused_rms_norm_embedding_0         0.00%       0.000us         0.00%       0.000us       0.000us      40.732us         0.14%      40.732us       2.037us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.32%     152.358us         0.43%     203.071us      10.154us      40.031us         0.13%      40.031us       2.002us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us      40.031us         0.13%      40.031us       2.002us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.27%     126.397us         0.37%     176.712us       8.836us      34.844us         0.12%      34.844us       1.742us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_em...         0.00%       0.000us         0.00%       0.000us       0.000us      34.844us         0.12%      34.844us       1.742us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_sl...         0.19%      89.466us         0.28%     133.562us       6.678us      29.153us         0.10%      29.153us       1.458us           0 B           0 B           0 B           0 B            20  
triton_per_fused__fused_rms_norm__unsafe_view_add_sl...         0.00%       0.000us         0.00%       0.000us       0.000us      29.153us         0.10%      29.153us       1.458us           0 B           0 B           0 B           0 B            20  
                                            aten::copy_         0.22%     104.657us         8.77%       4.152ms     207.598us      21.854us         0.07%      21.854us       1.093us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.854us         0.07%      21.854us       1.093us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         4.54%       2.149ms         4.54%       2.149ms     716.343us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.54%     256.878us         0.54%     256.878us     256.878us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                               TorchDynamo Cache Lookup         4.04%       1.913ms         4.04%       1.913ms      95.666us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
                             Torch-Compiled Region: 0/1         0.18%      86.706us         5.56%       2.632ms       2.632ms       0.000us         0.00%       1.481ms       1.481ms           0 B           0 B      -2.43 MB      -3.50 MB             1  
                                      Pregraph bytecode         0.91%     431.702us         0.91%     431.702us      21.585us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
                 AOTDispatcher Runtime Wrapper Prologue         0.13%      62.657us         0.13%      62.657us       3.133us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
## Call CompiledFxGraph fxuga7yt3ntrmcpsrwlptm5ltax6...         2.30%       1.088ms         5.31%       2.513ms       2.513ms       0.000us         0.00%       1.481ms       1.481ms           0 B        -128 B       1.07 MB       1.05 MB             1  
                                         cuLaunchKernel         6.76%       3.200ms         6.76%       3.200ms       2.462us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1300  
                                       cudaLaunchKernel         5.26%       2.492ms         5.26%       2.492ms       2.492us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1000  
          aten::_scaled_dot_product_efficient_attention         1.57%     745.794us         8.30%       3.931ms      24.567us       0.000us         0.00%       5.623ms      35.142us       2.50 KB           0 B     320.00 KB           0 B           160  
                                        aten::transpose         1.27%     602.559us         1.64%     774.920us       1.211us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           640  
                                       aten::as_strided         0.39%     184.301us         0.39%     184.301us       0.279us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           660  
                                  cudaStreamIsCapturing         0.14%      64.648us         0.14%      64.648us       0.359us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           180  
                                            aten::empty         1.89%     897.338us         1.89%     897.338us       1.402us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB     320.00 KB     320.00 KB           640  
                                           aten::select         0.12%      55.791us         0.14%      67.731us       3.387us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
                                     aten::resolve_conj         0.02%       7.776us         0.02%       7.776us       0.389us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
                                      aten::resolve_neg         0.00%       2.224us         0.00%       2.224us       0.111us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            20  
                                               aten::to         0.07%      31.856us         9.04%       4.283ms     214.154us       0.000us         0.00%      21.854us       1.093us         160 B           0 B           0 B           0 B            20  
                                         aten::_to_copy         0.14%      64.695us         8.98%       4.251ms     212.561us       0.000us         0.00%      21.854us       1.093us         160 B           0 B           0 B           0 B            20  
                                    aten::empty_strided         0.07%      34.558us         0.07%      34.558us       1.728us       0.000us         0.00%       0.000us       0.000us         160 B         160 B           0 B           0 B            20  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 47.363ms
Self CUDA time total: 29.853ms
