-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::mul         3.64%     298.604us         5.40%     443.206us       7.914us     198.362us         4.58%     198.362us       3.542us           0 B           0 B      14.50 MB      14.50 MB            56  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     194.197us         4.49%     194.197us      12.137us           0 B           0 B           0 B           0 B            16  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     172.475us         3.99%     172.475us      21.559us           0 B           0 B           0 B           0 B             8  
                                ampere_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     161.210us         3.73%     161.210us      20.151us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     151.254us         3.50%     151.254us       2.701us           0 B           0 B           0 B           0 B            56  
                                              aten::add         1.62%     132.494us         2.56%     209.676us       6.552us     115.263us         2.66%     115.263us       3.602us           0 B           0 B       6.50 MB       6.50 MB            32  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     103.230us         2.39%     103.230us       4.301us           0 B           0 B           0 B           0 B            24  
                                ampere_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     102.491us         2.37%     102.491us      12.811us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      93.884us         2.17%      93.884us       2.934us           0 B           0 B           0 B           0 B            32  
                                            aten::copy_         0.91%      74.321us         8.94%     733.254us      29.330us      91.128us         2.11%      91.128us       3.645us           0 B           0 B           0 B           0 B            25  
                                             aten::silu         0.57%      46.743us         0.86%      70.720us       8.840us      89.087us         2.06%      89.087us      11.136us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      89.087us         2.06%      89.087us      11.136us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      78.300us         1.81%      78.300us       9.788us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      78.207us         1.81%      78.207us       4.888us           0 B           0 B           0 B           0 B            16  
                                             aten::add_         0.34%      28.084us         0.61%      49.881us       6.235us      66.174us         1.53%      66.174us       8.272us           0 B           0 B           0 B           0 B             8  
                                              aten::cat         2.20%     180.120us         4.04%     331.518us      20.720us      61.182us         1.41%      61.182us       3.824us           0 B           0 B       2.50 MB       2.50 MB            16  
                                  aten::_fused_rms_norm         1.25%     102.692us         3.07%     252.022us      14.825us      55.391us         1.28%      55.391us       3.258us           0 B           0 B       4.26 MB           0 B            17  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      55.391us         1.28%      55.391us       3.258us           0 B           0 B           0 B           0 B            17  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us      55.391us         1.28%      55.391us       3.258us           0 B           0 B           0 B           0 B            17  
                                            aten::where         1.29%     105.816us         4.24%     348.058us      14.502us      48.703us         1.13%      75.487us       3.145us           0 B           0 B       1.00 MB      -4.00 KB            24  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      48.703us         1.13%      48.703us       3.044us           0 B           0 B           0 B           0 B            16  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      39.776us         0.92%      39.776us       4.972us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      38.431us         0.89%      38.431us       4.804us           0 B           0 B           0 B           0 B             8  
                                              aten::all         0.67%      54.661us         0.95%      77.630us       9.704us      37.696us         0.87%      37.696us       4.712us           0 B           0 B       8.00 KB       8.00 KB             8  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      37.696us         0.87%      37.696us       4.712us           0 B           0 B           0 B           0 B             8  
                                         aten::_softmax         0.50%      41.364us         0.77%      63.092us       7.886us      37.022us         0.86%      37.022us       4.628us           0 B           0 B       4.00 MB       4.00 MB             8  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us      37.022us         0.86%      37.022us       4.628us           0 B           0 B           0 B           0 B             8  
                                            aten::fill_         0.83%      67.777us         1.70%     139.812us       4.369us      31.104us         0.72%      31.104us       0.972us           0 B           0 B           0 B           0 B            32  
                                              aten::neg         0.94%      77.310us         1.44%     117.818us       7.364us      29.407us         0.68%      29.407us       1.838us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      29.407us         0.68%      29.407us       1.838us           0 B           0 B           0 B           0 B            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      26.178us         0.60%      26.178us       1.636us           0 B           0 B           0 B           0 B            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      23.457us         0.54%      23.457us       0.977us           0 B           0 B           0 B           0 B            24  
                                             aten::tril         0.43%      35.633us         0.70%      57.523us       7.190us      18.880us         0.44%      18.880us       2.360us           0 B           0 B     128.00 KB     128.00 KB             8  
void at::native::triu_tril_kernel<bool, int, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us      18.880us         0.44%      18.880us       2.360us           0 B           0 B           0 B           0 B             8  
                                         aten::isneginf         0.49%      40.215us         0.75%      61.907us       7.738us      16.896us         0.39%      16.896us       2.112us           0 B           0 B       1.00 MB       1.00 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      16.896us         0.39%      16.896us       2.112us           0 B           0 B           0 B           0 B             8  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      15.711us         0.36%      15.711us      15.711us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.14%      11.483us         0.20%      16.562us      16.562us       9.151us         0.21%       9.151us       9.151us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.151us         0.21%       9.151us       9.151us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.647us         0.18%       7.647us       0.956us           0 B           0 B           0 B           0 B             8  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.919us         0.14%       5.919us       0.348us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.22%      18.300us         3.74%     306.830us     306.830us       4.448us         0.10%       4.448us       4.448us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.448us         0.10%       4.448us       4.448us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.448us         0.10%       4.448us       4.448us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.02%       1.056us       1.056us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.09%       7.343us         0.09%       7.343us       2.448us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         3.22%     264.426us         3.22%     264.426us     264.426us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.82%      67.175us         5.26%     431.258us     431.258us       0.000us         0.00%       4.448us       4.448us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.14%      11.395us         4.44%     364.083us     364.083us       0.000us         0.00%       4.448us       4.448us           0 B           0 B     256.00 KB           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.203ms
Self CUDA time total: 4.327ms
