-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.847ms         5.82%       1.847ms      11.546us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.809ms         5.70%       1.809ms      11.303us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         3.82%       4.635ms         6.75%       8.188ms      12.794us       1.745ms         5.50%       1.745ms       2.727us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.740ms         5.49%       1.740ms       1.813us           0 B           0 B           0 B           0 B           960  
                                              aten::mul         4.57%       5.541ms         6.87%       8.333ms       7.440us       1.656ms         5.22%       1.656ms       1.478us           0 B           0 B      45.23 MB      45.23 MB          1120  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.429ms         4.50%       1.429ms       4.466us           0 B           0 B           0 B           0 B           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     996.021us         3.14%     996.021us       1.556us           0 B           0 B           0 B           0 B           640  
                                            aten::copy_         0.76%     922.511us         4.93%       5.982ms      17.593us     868.935us         2.74%     868.935us       2.556us           0 B           0 B           0 B           0 B           340  
                                              aten::add         2.10%       2.541ms         3.37%       4.085ms       6.382us     801.925us         2.53%     801.925us       1.253us           0 B           0 B       1.02 MB       1.02 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     801.925us         2.53%     801.925us       1.253us           0 B           0 B           0 B           0 B           640  
                                              aten::bmm         4.54%       5.506ms         5.29%       6.413ms      20.040us     796.777us         2.51%     796.777us       2.490us           0 B           0 B       1.03 MB       1.03 MB           320  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     795.372us         2.51%     795.372us       2.616us           0 B           0 B           0 B           0 B           304  
                                  aten::_fused_rms_norm         1.49%       1.807ms         3.58%       4.340ms      12.766us     749.624us         2.36%     749.624us       2.205us           0 B           0 B     850.00 KB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     749.624us         2.36%     749.624us       2.205us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     749.624us         2.36%     749.624us       2.205us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     540.880us         1.70%     540.880us       3.380us           0 B           0 B           0 B           0 B           160  
                                              aten::all         0.81%     979.619us         1.16%       1.402ms       8.762us     483.178us         1.52%     483.178us       3.020us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     483.178us         1.52%     483.178us       3.020us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     464.541us         1.46%     464.541us       1.452us           0 B           0 B           0 B           0 B           320  
                                              aten::neg         1.12%       1.361ms         1.76%       2.140ms       6.686us     459.523us         1.45%     459.523us       1.436us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     459.523us         1.45%     459.523us       1.436us           0 B           0 B           0 B           0 B           320  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     407.828us         1.29%     407.828us       2.549us           0 B           0 B           0 B           0 B           160  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     388.949us         1.23%     388.949us       2.431us           0 B           0 B           0 B           0 B           160  
                                         aten::_softmax         0.58%     701.831us         0.92%       1.111ms       6.942us     279.832us         0.88%     279.832us       1.749us           0 B           0 B     736.00 KB     736.00 KB           160  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us     279.832us         0.88%     279.832us       1.749us           0 B           0 B           0 B           0 B           160  
                                            aten::where         0.52%     625.727us         0.84%       1.013ms       6.331us     269.461us         0.85%     269.461us       1.684us           0 B           0 B           0 B           0 B           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     269.461us         0.85%     269.461us       1.684us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     269.427us         0.85%     269.427us      13.471us           0 B           0 B           0 B           0 B            20  
                                             aten::silu         0.65%     785.344us         1.02%       1.240ms       7.752us     250.487us         0.79%     250.487us       1.566us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     250.487us         0.79%     250.487us       1.566us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     230.066us         0.73%     230.066us       1.438us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     196.220us         0.62%     196.220us       1.226us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     194.970us         0.61%     194.970us       1.219us           0 B           0 B           0 B           0 B           160  
                                         aten::isneginf         0.58%     707.646us         0.93%       1.123ms       7.021us     186.166us         0.59%     186.166us       1.164us           0 B           0 B     240.00 KB     240.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     186.166us         0.59%     186.166us       1.164us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.15%     179.343us         0.21%     259.743us      12.987us     184.119us         0.58%     184.119us       9.206us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     184.119us         0.58%     184.119us       9.206us           0 B           0 B           0 B           0 B            20  
                                            aten::fill_         0.35%     424.820us         0.66%     797.695us       4.986us     157.187us         0.50%     157.187us       0.982us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     157.187us         0.50%     157.187us       0.982us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.085us         0.18%      57.085us       3.568us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.17%     205.749us         0.63%     765.605us      38.280us      48.606us         0.15%      48.606us       2.430us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      48.606us         0.15%      48.606us       2.430us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      48.606us         0.15%      48.606us       2.430us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.471us         0.07%      21.471us       1.074us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         0.24%     293.391us         0.24%     293.391us      97.797us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.20%     247.889us         0.20%     247.889us     247.889us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.27%     323.804us         1.01%       1.219ms      60.947us       0.000us         0.00%      48.606us       2.430us           0 B           0 B      40.00 KB           0 B            20  
                                        aten::embedding         0.07%      86.489us         0.74%     895.129us      44.756us       0.000us         0.00%      48.606us       2.430us           0 B           0 B      40.00 KB           0 B            20  
                                          aten::reshape         1.08%       1.311ms         1.39%       1.682ms       0.934us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1800  
                                             aten::view         0.66%     799.956us         0.66%     799.956us       0.244us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3280  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 121.251ms
Self CUDA time total: 31.726ms
