-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::_efficient_attention_forward         0.73%      59.631us         1.67%     136.549us      17.069us     253.501us         6.01%     253.501us      31.688us         128 B           0 B       2.00 MB           0 B             8  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     253.501us         6.01%     253.501us      31.688us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     253.501us         6.01%     253.501us      31.688us           0 B           0 B           0 B           0 B             8  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     192.414us         4.56%     192.414us      12.026us           0 B           0 B           0 B           0 B            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     190.687us         4.52%     190.687us       2.889us           0 B           0 B           0 B           0 B            66  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     177.528us         4.21%     177.528us       2.219us           0 B           0 B           0 B           0 B            80  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     172.990us         4.10%     172.990us      21.624us           0 B           0 B           0 B           0 B             8  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     167.707us         3.97%     167.707us      20.963us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.68%     219.073us         4.13%     338.160us       6.901us     134.141us         3.18%     134.141us       2.738us           0 B           0 B       6.51 MB       6.51 MB            49  
                                            aten::copy_         1.75%     143.228us        10.50%     858.857us      17.528us     117.371us         2.78%     117.371us       2.395us           0 B           0 B           0 B           0 B            49  
                                             aten::silu         0.54%      44.416us         0.84%      68.843us       8.605us      88.766us         2.10%      88.766us      11.096us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      88.766us         2.10%      88.766us      11.096us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      79.135us         1.88%      79.135us       9.892us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      78.176us         1.85%      78.176us       4.886us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         1.95%     159.637us         3.72%     304.010us      19.001us      61.214us         1.45%      61.214us       3.826us           0 B           0 B       2.50 MB       2.50 MB            16  
                                             aten::mean         1.43%     116.678us         2.02%     165.555us       9.739us      53.695us         1.27%      53.695us       3.159us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      53.695us         1.27%      53.695us       3.159us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      40.192us         0.95%      40.192us       5.024us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      37.984us         0.90%      37.984us       4.748us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.502us         0.89%      37.502us       2.344us           0 B           0 B           0 B           0 B            16  
                                              aten::pow         1.49%     122.071us         2.23%     182.731us      10.749us      34.401us         0.82%      34.401us       2.024us           0 B           0 B       4.25 MB       4.25 MB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.401us         0.82%      34.401us       2.024us           0 B           0 B           0 B           0 B            17  
                                              aten::neg         0.91%      74.653us         1.41%     115.113us       7.195us      28.160us         0.67%      28.160us       1.760us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      28.160us         0.67%      28.160us       1.760us           0 B           0 B           0 B           0 B            16  
                                            aten::rsqrt         0.80%      65.377us         1.33%     108.600us       6.388us      20.416us         0.48%      20.416us       1.201us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      20.416us         0.48%      20.416us       1.201us           0 B           0 B           0 B           0 B            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.463us         0.44%      18.463us       1.086us           0 B           0 B           0 B           0 B            17  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      14.368us         0.34%      14.368us      14.368us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.13%      10.764us         0.18%      15.043us      15.043us       9.376us         0.22%       9.376us       9.376us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.376us         0.22%       9.376us       9.376us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.464us         0.15%       6.464us       0.380us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.31%      25.100us         4.00%     327.319us     327.319us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.11%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.057us         0.03%       1.057us       1.057us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.10%       8.517us         0.10%       8.517us       2.839us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         3.25%     265.409us         3.25%     265.409us     265.409us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.80%      65.363us         5.70%     465.904us     465.904us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.12%       9.714us         4.90%     400.541us     400.541us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.74%      60.712us         1.04%      85.140us       1.468us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.67%      55.021us         0.67%      55.021us       0.353us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           156  
                                     aten::index_select         0.23%      19.023us         4.64%     379.623us     379.623us       0.000us         0.00%       4.480us       4.480us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.33%     190.659us         2.33%     190.659us       2.354us       0.000us         0.00%       0.000us       0.000us         128 B         128 B       7.00 MB       7.00 MB            81  
                                          aten::resize_         0.20%      16.238us         0.20%      16.238us      16.238us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.88%      72.038us         1.09%      89.295us       1.822us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            49  
                                       aten::as_strided         1.82%     148.457us         1.82%     148.457us       0.359us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           414  
                                       cudaLaunchKernel        14.37%       1.175ms        14.37%       1.175ms       3.407us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           345  
                                                layer_0         0.37%      29.890us        13.56%       1.109ms       1.109ms       0.000us         0.00%     450.557us     450.557us           0 B           0 B     128.00 KB    -512.00 KB             1  
                                                rmsnorm         4.74%     387.485us        14.41%       1.179ms      69.329us       0.000us         0.00%     231.390us      13.611us           0 B           0 B       2.00 MB     -10.77 MB            17  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.179ms
Self CUDA time total: 4.219ms
