-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     256.693us         6.44%     256.693us      32.087us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     256.693us         6.44%     256.693us      32.087us           0 B           0 B           0 B           0 B             8  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     217.045us         5.44%     217.045us      27.131us           0 B           0 B           0 B           0 B             8  
                                              aten::mul         3.03%     190.318us         4.58%     288.235us       7.206us     202.551us         5.08%     202.551us       5.064us           0 B           0 B      10.50 MB      10.50 MB            40  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     202.551us         5.08%     202.551us       5.064us           0 B           0 B           0 B           0 B            40  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     172.250us         4.32%     172.250us      21.531us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.08%     130.768us         3.30%     207.491us       6.484us     118.843us         2.98%     118.843us       3.714us           0 B           0 B       6.50 MB       6.50 MB            32  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     114.715us         2.88%     114.715us       2.390us           0 B           0 B           0 B           0 B            48  
                                             aten::silu         0.81%      51.022us         1.22%      76.990us       9.624us     106.907us         2.68%     106.907us      13.363us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     106.907us         2.68%     106.907us      13.363us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      80.539us         2.02%      80.539us       5.034us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.72%     171.005us         5.09%     320.235us      20.015us      62.557us         1.57%      62.557us       3.910us           0 B           0 B       2.50 MB       2.50 MB            16  
                                  aten::_fused_rms_norm         1.69%     106.572us         3.90%     245.095us      14.417us      56.732us         1.42%      56.732us       3.337us           0 B           0 B       4.26 MB           0 B            17  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      56.732us         1.42%      56.732us       3.337us           0 B           0 B           0 B           0 B            17  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us      56.732us         1.42%      56.732us       3.337us           0 B           0 B           0 B           0 B            17  
                                            aten::copy_         0.72%      45.108us        11.28%     709.378us      41.728us      53.246us         1.34%      53.246us       3.132us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      40.991us         1.03%      40.991us       5.124us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      39.548us         0.99%      39.548us       4.944us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      38.304us         0.96%      38.304us       2.394us           0 B           0 B           0 B           0 B            16  
                                              aten::neg         1.16%      73.163us         1.79%     112.294us       7.018us      32.576us         0.82%      32.576us       2.036us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      32.576us         0.82%      32.576us       2.036us           0 B           0 B           0 B           0 B            16  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      18.655us         0.47%      18.655us      18.655us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.21%      13.067us         0.28%      17.575us      17.575us       9.599us         0.24%       9.599us       9.599us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.599us         0.24%       9.599us       9.599us           0 B           0 B           0 B           0 B             1  
                                           aten::gather         0.34%      21.289us         5.32%     334.414us     334.414us       4.672us         0.12%       4.672us       4.672us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.672us         0.12%       4.672us       4.672us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.672us         0.12%       4.672us       4.672us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.423us         0.09%       3.423us       0.380us           0 B           0 B           0 B           0 B             9  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.088us         0.03%       1.088us       1.088us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.12%       7.239us         0.12%       7.239us       2.413us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         4.12%     258.839us         4.12%     258.839us     258.839us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         1.01%      63.562us         7.24%     455.349us     455.349us       0.000us         0.00%       4.672us       4.672us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.19%      11.803us         6.23%     391.787us     391.787us       0.000us         0.00%       4.672us       4.672us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.40%      25.421us         0.64%      40.066us       1.178us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                             aten::view         0.75%      47.468us         0.75%      47.468us       0.406us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           117  
                                     aten::index_select         0.26%      16.467us         5.89%     370.706us     370.706us       0.000us         0.00%       4.672us       4.672us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.86%     180.027us         2.86%     180.027us       2.169us       0.000us         0.00%       0.000us       0.000us         128 B         128 B      10.26 MB      10.26 MB            83  
                                          aten::resize_         0.12%       7.512us         0.12%       7.512us       7.512us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.38%      24.051us         0.49%      30.893us       1.817us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       aten::as_strided         1.79%     112.672us         1.79%     112.672us       0.373us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           302  
                                       cudaLaunchKernel        13.38%     841.645us        13.38%     841.645us       4.126us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           204  
                                                layer_0         0.50%      31.423us        13.16%     827.744us     827.744us       0.000us         0.00%     420.880us     420.880us           0 B           0 B     448.00 KB    -512.00 KB             1  
                                                rmsnorm         2.86%     179.857us         7.71%     484.724us      28.513us       0.000us         0.00%      56.732us       3.337us           0 B           0 B       2.00 MB      -2.25 MB            17  
                                         aten::rms_norm         0.95%      59.772us         4.85%     304.867us      17.933us       0.000us         0.00%      56.732us       3.337us           0 B           0 B       4.25 MB      -8.50 KB            17  
                                              attention         5.26%     330.665us        51.75%       3.255ms     406.919us       0.000us         0.00%       1.615ms     201.836us           0 B           0 B       5.50 MB     -10.00 MB             8  
                                     attention/qkv_proj         1.80%     113.487us         5.76%     362.157us      45.270us       0.000us         0.00%     648.551us      81.069us           0 B           0 B       3.00 MB           0 B             8  
                                           aten::linear         0.76%      47.936us        12.38%     778.926us      24.341us       0.000us         0.00%       2.505ms      78.274us           0 B           0 B      18.00 MB           0 B            32  
                                                aten::t         0.53%      33.060us         1.30%      81.610us       2.550us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32  
                                        aten::transpose         1.57%      98.518us         2.17%     136.437us       1.421us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            96  
                                           aten::matmul         1.32%      83.120us        10.60%     667.043us      20.213us       0.000us         0.00%       3.084ms      93.455us           0 B           0 B      25.56 MB           0 B            33  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.290ms
Self CUDA time total: 3.988ms
