-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.191ms        12.08%       4.191ms      26.194us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.191ms        12.08%       4.191ms      26.194us           0 B           0 B           0 B           0 B           160  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       3.014ms         8.68%       3.014ms      18.837us           0 B           0 B           0 B           0 B           160  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       1.834ms         5.28%       1.834ms      11.461us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       1.803ms         5.19%       1.803ms      11.267us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         4.38%       4.493ms         7.79%       7.982ms      12.473us       1.759ms         5.07%       1.759ms       2.749us           0 B           0 B      22.03 MB      22.03 MB           640  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.749ms         5.04%       1.749ms       1.822us           0 B           0 B           0 B           0 B           960  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.428ms         4.11%       1.428ms       4.461us           0 B           0 B           0 B           0 B           320  
                                              aten::mul         3.26%       3.343ms         5.17%       5.302ms       6.627us       1.225ms         3.53%       1.225ms       1.531us           0 B           0 B       1.64 MB       1.64 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.026ms         2.96%       1.026ms       1.604us           0 B           0 B           0 B           0 B           640  
                                            aten::copy_         0.89%     914.735us         5.99%       6.133ms      18.038us     874.975us         2.52%     874.975us       2.573us           0 B           0 B           0 B           0 B           340  
                                              aten::add         2.35%       2.409ms         3.83%       3.926ms       6.135us     819.601us         2.36%     819.601us       1.281us           0 B           0 B       1.02 MB       1.02 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     819.601us         2.36%     819.601us       1.281us           0 B           0 B           0 B           0 B           640  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     805.857us         2.32%     805.857us       2.651us           0 B           0 B           0 B           0 B           304  
                                  aten::_fused_rms_norm         1.69%       1.736ms         4.15%       4.252ms      12.505us     735.587us         2.12%     735.587us       2.163us           0 B           0 B     850.00 KB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     735.587us         2.12%     735.587us       2.163us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     735.587us         2.12%     735.587us       2.163us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     585.061us         1.69%     585.061us       3.657us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.28%       1.309ms         2.01%       2.064ms       6.450us     480.020us         1.38%     480.020us       1.500us           0 B           0 B     240.00 KB     240.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     480.020us         1.38%     480.020us       1.500us           0 B           0 B           0 B           0 B           320  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     300.626us         0.87%     300.626us      15.031us           0 B           0 B           0 B           0 B            20  
                                             aten::silu         0.73%     752.902us         1.18%       1.208ms       7.549us     252.598us         0.73%     252.598us       1.579us           0 B           0 B     880.00 KB     880.00 KB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     252.598us         0.73%     252.598us       1.579us           0 B           0 B           0 B           0 B           160  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     250.134us         0.72%     250.134us       1.563us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     198.453us         0.57%     198.453us       1.240us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     195.385us         0.56%     195.385us       1.221us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.17%     175.534us         0.25%     254.580us      12.729us     191.830us         0.55%     191.830us       9.591us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     191.830us         0.55%     191.830us       9.591us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      57.149us         0.16%      57.149us       3.572us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.18%     181.848us         0.71%     724.950us      36.248us      48.703us         0.14%      48.703us       2.435us           0 B           0 B      40.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      48.703us         0.14%      48.703us       2.435us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      48.703us         0.14%      48.703us       2.435us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.794us         0.06%      21.794us       1.090us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize         1.22%       1.247ms         1.22%       1.247ms     415.519us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.25%     252.935us         0.25%     252.935us     252.935us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.29%     298.443us         1.12%       1.146ms      57.303us       0.000us         0.00%      48.703us       2.435us           0 B           0 B      40.00 KB           0 B            20  
                                        aten::embedding         0.08%      82.887us         0.83%     847.626us      42.381us       0.000us         0.00%      48.703us       2.435us           0 B           0 B      40.00 KB           0 B            20  
                                          aten::reshape         0.69%     703.640us         0.92%     939.396us       0.810us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.69%     704.728us         0.69%     704.728us       0.252us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         3.17%       3.246ms         3.17%       3.246ms       1.955us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB      87.71 MB      87.71 MB          1660  
                                          aten::resize_         0.07%      73.473us         0.07%      73.473us       3.674us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      40.00 KB      40.00 KB            20  
                                       cudaLaunchKernel        12.56%      12.870ms        12.56%      12.870ms       2.637us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4880  
                                                layer_0         0.35%     359.163us        12.08%      12.375ms     618.760us       0.000us         0.00%       3.662ms     183.102us           0 B           0 B      20.00 KB     -80.00 KB            20  
                                                rmsnorm         3.04%       3.119ms         8.20%       8.398ms      24.700us       0.000us         0.00%     735.587us       2.163us           0 B           0 B     320.00 KB    -360.00 KB           340  
                                         aten::rms_norm         1.00%       1.027ms         5.15%       5.278ms      15.525us       0.000us         0.00%     735.587us       2.163us           0 B           0 B     680.00 KB    -170.00 KB           340  
                                              attention         6.19%       6.339ms        64.14%      65.731ms     410.821us       0.000us         0.00%      15.355ms      95.967us           0 B           0 B     480.00 KB     -87.50 MB           160  
                                     attention/qkv_proj         2.01%       2.059ms         9.00%       9.220ms      57.622us       0.000us         0.00%       3.119ms      19.491us           0 B           0 B     480.00 KB           0 B           160  
                                           aten::linear         1.24%       1.272ms        17.50%      17.935ms      16.013us       0.000us         0.00%      17.553ms      15.672us           0 B           0 B       2.81 MB           0 B          1120  
                                                aten::t         0.89%     908.987us         2.14%       2.193ms       1.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1120  
                                        aten::transpose         2.00%       2.049ms         2.62%       2.685ms       1.119us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2400  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 102.474ms
Self CUDA time total: 34.705ms
