-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     attention/qkv_proj         0.00%       0.000us         0.00%       0.000us       0.000us       5.671ms         8.46%       5.671ms      35.443us           0 B           0 B           0 B           0 B           160  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.362ms         7.99%       5.362ms     268.100us           0 B           0 B           0 B           0 B            20  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       5.091ms         7.59%       5.091ms      31.817us           0 B           0 B           0 B           0 B           160  
                                              aten::cat         3.75%       4.527ms         6.83%       8.241ms      12.876us       3.684ms         5.49%       3.684ms       5.757us           0 B           0 B     176.25 MB     176.25 MB           640  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       2.980ms         4.44%       2.980ms      18.627us           0 B           0 B           0 B           0 B           160  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       2.433ms         3.63%       2.433ms       8.002us           0 B           0 B           0 B           0 B           304  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       2.402ms         3.58%       2.402ms      15.015us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         2.84%       3.434ms         4.49%       5.415ms       6.768us       1.535ms         2.29%       1.535ms       1.918us           0 B           0 B      13.12 MB      13.12 MB           800  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.249ms         1.86%       1.249ms       1.951us           0 B           0 B           0 B           0 B           640  
                                              aten::add         2.01%       2.427ms         3.22%       3.885ms       6.070us       1.091ms         1.63%       1.091ms       1.704us           0 B           0 B       8.12 MB       8.12 MB           640  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.091ms         1.63%       1.091ms       1.704us           0 B           0 B           0 B           0 B           640  
                                  aten::_fused_rms_norm         1.47%       1.769ms         3.59%       4.329ms      12.734us     957.786us         1.43%     957.786us       2.817us           0 B           0 B       5.48 MB           0 B           340  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us     957.786us         1.43%     957.786us       2.817us           0 B           0 B           0 B           0 B           340  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     957.786us         1.43%     957.786us       2.817us           0 B           0 B           0 B           0 B           340  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     867.829us         1.29%     867.829us       5.424us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         1.09%       1.316ms         1.74%       2.100ms       6.564us     581.718us         0.87%     581.718us       1.818us           0 B           0 B       1.56 MB       1.56 MB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     581.718us         0.87%     581.718us       1.818us           0 B           0 B           0 B           0 B           320  
                                             aten::silu         0.65%     788.732us         1.02%       1.228ms       7.675us     447.382us         0.67%     447.382us       2.796us           0 B           0 B       6.88 MB       6.88 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     447.382us         0.67%     447.382us       2.796us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     334.140us         0.50%     334.140us       2.088us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     319.742us         0.48%     319.742us      15.987us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     319.428us         0.48%     319.428us       1.996us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     285.749us         0.43%     285.749us       1.786us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.14%     173.620us         0.21%     247.730us      12.386us     228.769us         0.34%     228.769us      11.438us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     228.769us         0.34%     228.769us      11.438us           0 B           0 B           0 B           0 B            20  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     166.622us         0.25%     166.622us      10.414us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.15%     175.867us         0.58%     697.520us      34.876us     134.430us         0.20%     134.430us       6.721us           0 B           0 B     320.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     134.430us         0.20%     134.430us       6.721us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us     134.430us         0.20%     134.430us       6.721us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      19.360us         0.03%      19.360us       0.968us           0 B           0 B           0 B           0 B            20  
                                  cudaDeviceSynchronize        14.00%      16.905ms        14.00%      16.905ms       5.635ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         0.20%     246.106us         0.20%     246.106us     246.106us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.24%     292.942us         0.92%       1.114ms      55.684us       0.000us         0.00%     134.430us       6.721us           0 B           0 B     320.00 KB           0 B            20  
                                        aten::embedding         0.07%      80.956us         0.68%     820.741us      41.037us       0.000us         0.00%     134.430us       6.721us           0 B           0 B     320.00 KB           0 B            20  
                                          aten::reshape         0.61%     734.103us         0.81%     982.800us       0.847us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
                                             aten::view         0.60%     723.311us         0.60%     723.311us       0.258us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2800  
                                            aten::empty         2.73%       3.302ms         2.73%       3.302ms       1.989us       0.000us         0.00%       0.000us       0.000us       2.50 KB       2.50 KB     701.04 MB     701.04 MB          1660  
                                          aten::resize_         0.05%      62.930us         0.05%      62.930us       3.147us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     320.00 KB     320.00 KB            20  
                                       cudaLaunchKernel        10.59%      12.781ms        10.59%      12.781ms       2.619us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4880  
                                                layer_0         0.32%     389.780us        10.72%      12.944ms     647.182us       0.000us         0.00%       7.750ms     387.475us           0 B           0 B     160.00 KB    -640.00 KB            20  
                                                rmsnorm         2.71%       3.278ms         7.21%       8.699ms      25.584us       0.000us         0.00%     957.786us       2.817us           0 B           0 B       2.50 MB      -2.81 MB           340  
                                         aten::rms_norm         0.90%       1.092ms         4.49%       5.421ms      15.944us       0.000us         0.00%     957.786us       2.817us           0 B           0 B       5.31 MB    -170.00 KB           340  
                                              attention         5.45%       6.579ms        55.41%      66.889ms     418.054us       0.000us         0.00%      44.698ms     279.363us           0 B           0 B       3.75 MB    -700.56 MB           160  
                                     attention/qkv_proj         1.66%       2.002ms         7.59%       9.166ms      57.285us       0.000us         0.00%       4.471ms      27.941us           0 B           0 B       3.75 MB           0 B           160  
                                           aten::linear         1.04%       1.256ms        14.80%      17.861ms      15.948us       0.000us         0.00%      21.474ms      19.173us           0 B           0 B      22.50 MB           0 B          1120  
                                                aten::t         0.76%     921.001us         2.01%       2.428ms       2.168us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1120  
                                        aten::transpose         1.88%       2.267ms         2.49%       3.004ms       1.252us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2400  
                                       aten::as_strided         1.33%       1.607ms         1.33%       1.607ms       0.284us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5660  
                                           aten::matmul         2.02%       2.442ms        11.97%      14.456ms      12.681us       0.000us         0.00%      26.836ms      23.540us           0 B           0 B      31.95 MB           0 B          1140  
                                     aten::_unsafe_view         0.24%     290.826us         0.24%     290.826us       0.255us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1140  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 120.724ms
Self CUDA time total: 67.069ms
