-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::_efficient_attention_forward         0.80%      55.928us         1.84%     129.028us      16.129us     255.990us         6.12%     255.990us      31.999us         128 B           0 B       2.00 MB           0 B             8  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     255.990us         6.12%     255.990us      31.999us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     255.990us         6.12%     255.990us      31.999us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     196.341us         4.69%     196.341us       2.975us           0 B           0 B           0 B           0 B            66  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     194.840us         4.66%     194.840us      12.177us           0 B           0 B           0 B           0 B            16  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     176.215us         4.21%     176.215us      22.027us           0 B           0 B           0 B           0 B             8  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     155.705us         3.72%     155.705us      19.463us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.91%     204.251us         4.56%     319.751us       6.526us     133.050us         3.18%     133.050us       2.715us           0 B           0 B       6.51 MB       6.51 MB            49  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     111.835us         2.67%     111.835us       2.330us           0 B           0 B           0 B           0 B            48  
                                             aten::silu         0.58%      40.697us         0.90%      63.467us       7.933us      89.084us         2.13%      89.084us      11.135us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      89.084us         2.13%      89.084us      11.135us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.660us         1.95%      81.660us      10.207us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.406us         1.85%      77.406us       4.838us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.40%     168.305us         4.31%     302.279us      18.892us      61.566us         1.47%      61.566us       3.848us           0 B           0 B       2.50 MB       2.50 MB            16  
                                             aten::mean         1.51%     105.914us         2.14%     150.239us       8.838us      54.333us         1.30%      54.333us       3.196us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      54.333us         1.30%      54.333us       3.196us           0 B           0 B           0 B           0 B            17  
                                            aten::copy_         0.66%      46.398us         9.97%     699.692us      41.158us      51.325us         1.23%      51.325us       3.019us           0 B           0 B           0 B           0 B            17  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      39.487us         0.94%      39.487us       4.936us           0 B           0 B           0 B           0 B             8  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      37.919us         0.91%      37.919us       4.740us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      37.087us         0.89%      37.087us       2.318us           0 B           0 B           0 B           0 B            16  
                                              aten::pow         1.63%     114.560us         2.46%     172.696us      10.159us      34.492us         0.82%      34.492us       2.029us           0 B           0 B       4.25 MB       4.25 MB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.492us         0.82%      34.492us       2.029us           0 B           0 B           0 B           0 B            17  
                                              aten::neg         0.99%      69.537us         1.54%     107.769us       6.736us      29.887us         0.71%      29.887us       1.868us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      29.887us         0.71%      29.887us       1.868us           0 B           0 B           0 B           0 B            16  
                                            aten::rsqrt         0.91%      63.719us         1.51%     105.706us       6.218us      20.287us         0.48%      20.287us       1.193us           0 B           0 B       8.50 KB       8.50 KB            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      20.287us         0.48%      20.287us       1.193us           0 B           0 B           0 B           0 B            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.557us         0.44%      18.557us       1.092us           0 B           0 B           0 B           0 B            17  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      14.592us         0.35%      14.592us      14.592us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.16%      11.031us         0.21%      14.958us      14.958us       9.312us         0.22%       9.312us       9.312us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.312us         0.22%       9.312us       9.312us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.886us         0.14%       5.886us       0.346us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.27%      18.621us         4.67%     327.581us     327.581us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.10%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.03%       1.056us       1.056us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.11%       7.541us         0.11%       7.541us       2.514us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         3.63%     255.043us         3.63%     255.043us     255.043us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.89%      62.344us         6.34%     445.160us     445.160us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.16%      11.366us         5.45%     382.816us     382.816us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.51%      35.874us         0.74%      52.031us       0.897us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.52%      36.789us         0.52%      36.789us       0.297us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           124  
                                     aten::index_select         0.22%      15.686us         5.17%     362.496us     362.496us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         1.31%      92.244us         1.31%      92.244us       1.883us       0.000us         0.00%       0.000us       0.000us         128 B         128 B       6.00 MB       6.00 MB            49  
                                          aten::resize_         0.10%       7.221us         0.10%       7.221us       7.221us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.26%      18.113us         0.34%      23.999us       1.412us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       aten::as_strided         1.22%      85.728us         1.22%      85.728us       0.300us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           286  
                                       cudaLaunchKernel        15.26%       1.071ms        15.26%       1.071ms       3.421us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           313  
                                                layer_0         0.47%      33.184us        13.04%     914.939us     914.939us       0.000us         0.00%     445.607us     445.607us           0 B           0 B     128.00 KB    -512.00 KB             1  
                                                rmsnorm         5.21%     365.622us        15.82%       1.111ms      65.324us       0.000us         0.00%     232.815us      13.695us           0 B           0 B       2.00 MB     -10.77 MB            17  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 7.018ms
Self CUDA time total: 4.185ms
