-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         1.89%       3.130ms         6.77%      11.222ms       9.984us       5.185ms         9.02%       5.185ms       4.613us           0 B           0 B           0 B           0 B          1124  
                                                lm_head         0.00%       0.000us         0.00%       0.000us       0.000us       5.126ms         8.92%       5.126ms     256.294us           0 B           0 B           0 B           0 B            20  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us       4.832ms         8.41%       4.832ms      30.199us           0 B           0 B           0 B           0 B           160  
                                         attention/mask         0.00%       0.000us         0.00%       0.000us       0.000us       4.541ms         7.90%       4.541ms      28.384us           0 B           0 B           0 B           0 B           160  
                                          mlp/down_proj         0.00%       0.000us         0.00%       0.000us       0.000us       4.481ms         7.80%       4.481ms      28.009us           0 B           0 B           0 B           0 B           160  
                                              aten::mul         3.56%       5.896ms         5.65%       9.373ms       6.333us       3.210ms         5.59%       3.210ms       2.169us           0 B           0 B      11.88 MB      11.88 MB          1480  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.891ms         5.03%       2.891ms       2.190us           0 B           0 B           0 B           0 B          1320  
                                              aten::cat         2.76%       4.580ms         5.13%       8.496ms      13.275us       2.827ms         4.92%       2.830ms       4.422us           0 B           0 B      88.12 MB      88.12 MB           640  
                                           kv_cache/cat         0.00%       0.000us         0.00%       0.000us       0.000us       2.309ms         4.02%       2.309ms      14.433us           0 B           0 B           0 B           0 B           160  
                                     attention/out_proj         0.00%       0.000us         0.00%       0.000us       0.000us       2.233ms         3.89%       2.233ms      13.959us           0 B           0 B           0 B           0 B           160  
                                              aten::add         2.42%       4.015ms         3.81%       6.309ms       6.438us       1.724ms         3.00%       1.724ms       1.760us           0 B           0 B       4.23 MB       4.23 MB           980  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.453ms         2.53%       1.453ms       4.781us           0 B           0 B           0 B           0 B           304  
                                             aten::mean         1.25%       2.075ms         1.78%       2.956ms       8.694us       1.234ms         2.15%       1.234ms       3.629us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.234ms         2.15%       1.234ms       3.629us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.179ms         2.05%       1.179ms       1.843us           0 B           0 B           0 B           0 B           640  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     915.607us         1.59%     915.607us       5.723us           0 B           0 B           0 B           0 B           160  
                                              aten::neg         0.83%       1.372ms         1.30%       2.150ms       6.719us     628.690us         1.09%     628.690us       1.965us           0 B           0 B     800.00 KB     800.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     628.690us         1.09%     628.690us       1.965us           0 B           0 B           0 B           0 B           320  
                                            aten::fill_         0.58%     955.987us         1.22%       2.030ms       4.376us     601.856us         1.05%     601.856us       1.297us           0 B           0 B           0 B           0 B           464  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     601.856us         1.05%     601.856us       1.297us           0 B           0 B           0 B           0 B           464  
                                              aten::pow         1.31%       2.168ms         1.98%       3.284ms       9.660us     598.073us         1.04%     598.073us       1.759us           0 B           0 B       2.66 MB       2.66 MB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     598.073us         1.04%     598.073us       1.759us           0 B           0 B           0 B           0 B           340  
                                            aten::rsqrt         0.77%       1.274ms         1.27%       2.103ms       6.185us     591.843us         1.03%     591.843us       1.741us           0 B           0 B     170.00 KB     170.00 KB           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     591.843us         1.03%     591.843us       1.741us           0 B           0 B           0 B           0 B           340  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     545.040us         0.95%     545.040us       1.603us           0 B           0 B           0 B           0 B           340  
                                            aten::where         0.92%       1.533ms         3.38%       5.607ms      17.523us     489.558us         0.85%       1.179ms       3.684us           0 B           0 B     320.00 KB     -80.00 KB           320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     489.558us         0.85%     489.558us       3.060us           0 B           0 B           0 B           0 B           160  
                                           aten::arange         0.87%       1.448ms         3.39%       5.613ms       8.770us     467.584us         0.81%     935.168us       1.461us           0 B           0 B     640.00 KB           0 B           640  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     467.584us         0.81%     467.584us       1.461us           0 B           0 B           0 B           0 B           320  
                                             aten::silu         0.48%     797.068us         0.76%       1.265ms       7.907us     460.827us         0.80%     460.827us       2.880us           0 B           0 B       3.44 MB       3.44 MB           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     460.827us         0.80%     460.827us       2.880us           0 B           0 B           0 B           0 B           160  
                                               aten::le         0.50%     832.277us         0.74%       1.230ms       7.687us     443.297us         0.77%     443.297us       2.771us           0 B           0 B      80.00 KB      80.00 KB           160  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     443.297us         0.77%     443.297us       2.771us           0 B           0 B           0 B           0 B           160  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us     354.079us         0.62%     354.079us      17.704us           0 B           0 B           0 B           0 B            20  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us     342.555us         0.60%     342.555us       2.141us           0 B           0 B           0 B           0 B           160  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us     331.031us         0.58%     331.031us       2.069us           0 B           0 B           0 B           0 B           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     319.868us         0.56%     319.868us       1.999us           0 B           0 B           0 B           0 B           160  
                                           aten::argmax         0.10%     170.747us         0.15%     249.042us      12.452us     236.545us         0.41%     236.545us      11.827us           0 B           0 B      10.00 KB      10.00 KB            20  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     236.545us         0.41%     236.545us      11.827us           0 B           0 B           0 B           0 B            20  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     222.618us         0.39%     222.618us       1.546us           0 B           0 B           0 B           0 B           144  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     159.357us         0.28%     159.357us       9.960us           0 B           0 B           0 B           0 B            16  
                                     aten::index_select         0.11%     187.257us         0.47%     776.569us      38.828us      96.930us         0.17%      96.930us       4.846us           0 B           0 B     160.00 KB           0 B            20  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      96.930us         0.17%      96.930us       4.846us           0 B           0 B           0 B           0 B            20  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us      96.930us         0.17%      96.930us       4.846us           0 B           0 B           0 B           0 B            20  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      21.121us         0.04%      21.121us       1.056us           0 B           0 B           0 B           0 B            20  
                                Activity Buffer Request         0.31%     520.685us         0.31%     520.685us     260.343us       2.944us         0.01%       2.944us       1.472us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         7.72%      12.802ms         7.72%      12.802ms       4.267ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                              embedding         0.19%     310.185us         0.74%       1.221ms      61.050us       0.000us         0.00%      96.930us       4.846us           0 B           0 B     160.00 KB           0 B            20  
                                        aten::embedding         0.06%      92.331us         0.55%     910.812us      45.541us       0.000us         0.00%      96.930us       4.846us           0 B           0 B     160.00 KB           0 B            20  
                                          aten::reshape         0.47%     772.614us         0.63%       1.039ms       0.896us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1160  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 165.753ms
Self CUDA time total: 57.464ms
