-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     255.700us         6.40%     255.700us      31.963us           0 B           0 B           0 B           0 B             8  
                                         attention/sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     255.700us         6.40%     255.700us      31.963us           0 B           0 B           0 B           0 B             8  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     193.081us         4.84%     193.081us      12.068us           0 B           0 B           0 B           0 B            16  
                                            mlp/act_mul         0.00%       0.000us         0.00%       0.000us       0.000us     174.746us         4.38%     174.746us      21.843us           0 B           0 B           0 B           0 B             8  
                                              aten::mul         2.89%     185.414us         4.42%     283.523us       7.088us     173.212us         4.34%     173.212us       4.330us           0 B           0 B      10.50 MB      10.50 MB            40  
                                   attention/gqa_repeat         0.00%       0.000us         0.00%       0.000us       0.000us     168.951us         4.23%     168.951us      21.119us           0 B           0 B           0 B           0 B             8  
                                              aten::add         2.01%     129.046us         3.22%     206.998us       6.469us     115.550us         2.89%     115.550us       3.611us           0 B           0 B       6.50 MB       6.50 MB            32  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     111.612us         2.80%     111.612us       2.325us           0 B           0 B           0 B           0 B            48  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      92.095us         2.31%      92.095us       2.878us           0 B           0 B           0 B           0 B            32  
                                             aten::silu         0.68%      43.355us         1.04%      66.698us       8.337us      88.763us         2.22%      88.763us      11.095us           0 B           0 B       5.50 MB       5.50 MB             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      88.763us         2.22%      88.763us      11.095us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      81.117us         2.03%      81.117us      10.140us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      78.557us         1.97%      78.557us       4.910us           0 B           0 B           0 B           0 B            16  
                                              aten::cat         2.54%     162.762us         4.65%     298.262us      18.641us      61.471us         1.54%      61.471us       3.842us           0 B           0 B       2.50 MB       2.50 MB            16  
                                  aten::_fused_rms_norm         1.47%      94.130us         3.69%     237.065us      13.945us      55.710us         1.40%      55.710us       3.277us           0 B           0 B       4.26 MB           0 B            17  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      55.710us         1.40%      55.710us       3.277us           0 B           0 B           0 B           0 B            17  
                                                rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us      55.710us         1.40%      55.710us       3.277us           0 B           0 B           0 B           0 B            17  
                                            aten::copy_         0.78%      50.248us        11.19%     718.372us      42.257us      51.197us         1.28%      51.197us       3.012us           0 B           0 B           0 B           0 B            17  
                                                    mlp         0.00%       0.000us         0.00%       0.000us       0.000us      39.296us         0.98%      39.296us       4.912us           0 B           0 B           0 B           0 B             8  
                                              attention         0.00%       0.000us         0.00%       0.000us       0.000us      39.261us         0.98%      39.261us       4.908us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      36.993us         0.93%      36.993us       2.312us           0 B           0 B           0 B           0 B            16  
                                              aten::neg         1.11%      70.948us         1.71%     109.663us       6.854us      29.439us         0.74%      29.439us       1.840us           0 B           0 B       1.25 MB       1.25 MB            16  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      29.439us         0.74%      29.439us       1.840us           0 B           0 B           0 B           0 B            16  
                                               sampling         0.00%       0.000us         0.00%       0.000us       0.000us      18.143us         0.45%      18.143us      18.143us           0 B           0 B           0 B           0 B             1  
                                           aten::argmax         0.18%      11.823us         0.26%      16.782us      16.782us       9.343us         0.23%       9.343us       9.343us           0 B           0 B         512 B         512 B             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       9.343us         0.23%       9.343us       9.343us           0 B           0 B           0 B           0 B             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.982us         0.15%       5.982us       0.352us           0 B           0 B           0 B           0 B            17  
                                           aten::gather         0.34%      22.104us         5.13%     329.388us     329.388us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                                              embedding         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.11%       4.320us       4.320us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.03%       1.056us       1.056us           0 B           0 B           0 B           0 B             1  
                                  cudaDeviceSynchronize         0.13%       8.199us         0.13%       8.199us       2.733us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                Activity Buffer Request         3.92%     251.558us         3.92%     251.558us     251.558us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              embedding         1.13%      72.693us         7.20%     462.154us     462.154us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                        aten::embedding         0.21%      13.407us         6.07%     389.461us     389.461us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                          aten::reshape         0.55%      35.102us         0.79%      50.515us       0.871us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            58  
                                             aten::view         0.68%      43.954us         0.68%      43.954us       0.312us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           141  
                                     aten::index_select         0.28%      18.056us         5.71%     366.403us     366.403us       0.000us         0.00%       4.320us       4.320us           0 B           0 B     256.00 KB           0 B             1  
                                            aten::empty         2.80%     179.584us         2.80%     179.584us       2.164us       0.000us         0.00%       0.000us       0.000us         128 B         128 B      10.26 MB      10.26 MB            83  
                                          aten::resize_         0.11%       7.136us         0.11%       7.136us       7.136us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     256.00 KB     256.00 KB             1  
                                           aten::expand         0.30%      19.556us         0.39%      24.860us       1.462us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       aten::as_strided         1.23%      79.071us         1.23%      79.071us       0.276us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           286  
                                       cudaLaunchKernel        13.85%     889.242us        13.85%     889.242us       3.900us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           228  
                                                layer_0         0.53%      34.022us        13.57%     870.840us     870.840us       0.000us         0.00%     424.300us     424.300us           0 B           0 B     128.00 KB    -512.00 KB             1  
                                                rmsnorm         2.84%     182.609us         7.49%     480.911us      28.289us       0.000us         0.00%      55.710us       3.277us           0 B           0 B       2.00 MB      -2.25 MB            17  
                                         aten::rms_norm         0.95%      61.237us         4.65%     298.302us      17.547us       0.000us         0.00%      55.710us       3.277us           0 B           0 B       4.25 MB      -8.50 KB            17  
                                              attention         5.23%     335.952us        52.44%       3.366ms     420.720us       0.000us         0.00%       1.553ms     194.144us           0 B           0 B       3.00 MB     -10.00 MB             8  
                                     attention/qkv_proj         1.79%     115.049us         9.29%     596.254us      74.532us       0.000us         0.00%     601.637us      75.205us           0 B           0 B       3.00 MB           0 B             8  
                                           aten::linear         1.11%      70.958us        17.85%       1.146ms      20.456us       0.000us         0.00%       2.558ms      45.687us           0 B           0 B      18.00 MB           0 B            56  
                                                aten::t         0.74%      47.191us         1.79%     114.769us       2.049us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.419ms
Self CUDA time total: 3.993ms
